sep=;
series_id;round;configuration;ml_model;fsm_version;result;winner;winner_side;duration_seconds;score_differential_ml_minus_fsm;first_clash_owner;time_to_first_clash_seconds;first_clash_fsm_part;first_clash_ml_part;fsm_wins_total;ml_wins_total;draws_total;fsm_first_clashes_total;ml_first_clashes_total;contested_first_clashes_total;no_first_clashes_total
S04;1;H2H_FSM_Left_ML_Right;ML_Final;FSM_Final_Calibrated;FSMWin;FSM;Left;11,9400;-1;Contested;3,5000;Tip;Tip;1;0;0;0;0;1;0
S04;2;H2H_FSM_Left_ML_Right;ML_Final;FSM_Final_Calibrated;FSMWin;FSM;Left;27,8200;-2;ML;9,4200;Tip;Blade;2;0;0;0;1;1;0
S04;3;H2H_FSM_Left_ML_Right;ML_Final;FSM_Final_Calibrated;FSMWin;FSM;Left;24,2000;-3;Contested;3,0200;Tip;Tip;3;0;0;0;1;2;0
S04;4;H2H_FSM_Left_ML_Right;ML_Final;FSM_Final_Calibrated;Draw;Draw;Draw;30,0008;-3;Contested;7,0600;Tip;Tip;3;0;1;0;1;3;0
S04;5;H2H_FSM_Left_ML_Right;ML_Final;FSM_Final_Calibrated;MLWin;ML;Right;11,0400;-2;ML;1,5000;Tip;Blade;3;1;1;0;2;3;0
S04;6;H2H_FSM_Left_ML_Right;ML_Final;FSM_Final_Calibrated;MLWin;ML;Right;8,3800;-1;Contested;1,4800;Tip;Tip;3;2;1;0;2;4;0
S04;7;H2H_FSM_Left_ML_Right;ML_Final;FSM_Final_Calibrated;FSMWin;FSM;Left;4,2400;-2;None;;;;4;2;1;0;2;4;1
S04;8;H2H_FSM_Left_ML_Right;ML_Final;FSM_Final_Calibrated;FSMWin;FSM;Left;19,7400;-3;Contested;3,2400;Tip;Tip;5;2;1;0;2;5;1
S04;9;H2H_FSM_Left_ML_Right;ML_Final;FSM_Final_Calibrated;Draw;Draw;Draw;30,0002;-3;ML;3,5200;Tip;Blade;5;2;2;0;3;5;1
S04;10;H2H_FSM_Left_ML_Right;ML_Final;FSM_Final_Calibrated;MLWin;ML;Right;7,9400;-2;ML;1,4800;Tip;Blade;5;3;2;0;4;5;1
S04;11;H2H_FSM_Left_ML_Right;ML_Final;FSM_Final_Calibrated;Draw;Draw;Draw;30,0001;-2;ML;2,6600;Tip;Blade;5;3;3;0;5;5;1
S04;12;H2H_FSM_Left_ML_Right;ML_Final;FSM_Final_Calibrated;FSMWin;FSM;Left;15,4400;-3;Contested;1,4200;Tip;Tip;6;3;3;0;5;6;1
S04;13;H2H_FSM_Left_ML_Right;ML_Final;FSM_Final_Calibrated;FSMWin;FSM;Left;4,0400;-4;None;;;;7;3;3;0;5;6;2
S04;14;H2H_FSM_Left_ML_Right;ML_Final;FSM_Final_Calibrated;FSMWin;FSM;Left;20,7000;-5;Contested;6,6800;Tip;Tip;8;3;3;0;5;7;2
S04;15;H2H_FSM_Left_ML_Right;ML_Final;FSM_Final_Calibrated;FSMWin;FSM;Left;9,4400;-6;Contested;1,4000;Tip;Tip;9;3;3;0;5;8;2
S04;16;H2H_FSM_Left_ML_Right;ML_Final;FSM_Final_Calibrated;FSMWin;FSM;Left;16,3400;-7;Contested;1,2200;Tip;Tip;10;3;3;0;5;9;2
S04;17;H2H_FSM_Left_ML_Right;ML_Final;FSM_Final_Calibrated;Draw;Draw;Draw;30,0002;-7;ML;2,9600;Tip;Blade;10;3;4;0;6;9;2
S04;18;H2H_FSM_Left_ML_Right;ML_Final;FSM_Final_Calibrated;Draw;Draw;Draw;30,0003;-7;FSM;1,6200;Blade;Tip;10;3;5;1;6;9;2
S04;19;H2H_FSM_Left_ML_Right;ML_Final;FSM_Final_Calibrated;FSMWin;FSM;Left;6,4000;-8;Contested;1,4000;Tip;Tip;11;3;5;1;6;10;2
S04;20;H2H_FSM_Left_ML_Right;ML_Final;FSM_Final_Calibrated;FSMWin;FSM;Left;18,1400;-9;Contested;1,3800;Tip;Tip;12;3;5;1;6;11;2
S04;21;H2H_FSM_Left_ML_Right;ML_Final;FSM_Final_Calibrated;FSMWin;FSM;Left;10,0800;-10;FSM;4,1400;Blade;Tip;13;3;5;2;6;11;2
S04;22;H2H_FSM_Left_ML_Right;ML_Final;FSM_Final_Calibrated;Draw;Draw;Draw;30,0002;-10;FSM;1,6400;Blade;Tip;13;3;6;3;6;11;2
S04;23;H2H_FSM_Left_ML_Right;ML_Final;FSM_Final_Calibrated;MLWin;ML;Right;13,1400;-9;FSM;2,9600;Blade;Tip;13;4;6;4;6;11;2
S04;24;H2H_FSM_Left_ML_Right;ML_Final;FSM_Final_Calibrated;MLWin;ML;Right;9,1400;-8;Contested;1,4400;Tip;Tip;13;5;6;4;6;12;2
S04;25;H2H_FSM_Left_ML_Right;ML_Final;FSM_Final_Calibrated;Draw;Draw;Draw;30,0001;-8;ML;5,2600;Tip;Blade;13;5;7;4;7;12;2
S04;26;H2H_FSM_Left_ML_Right;ML_Final;FSM_Final_Calibrated;MLWin;ML;Right;7,9800;-7;ML;1,5400;Tip;Blade;13;6;7;4;8;12;2
S04;27;H2H_FSM_Left_ML_Right;ML_Final;FSM_Final_Calibrated;FSMWin;FSM;Left;8,4000;-8;FSM;1,7000;Blade;Tip;14;6;7;5;8;12;2
S04;28;H2H_FSM_Left_ML_Right;ML_Final;FSM_Final_Calibrated;FSMWin;FSM;Left;0,5600;-9;None;;;;15;6;7;5;8;12;3
S04;29;H2H_FSM_Left_ML_Right;ML_Final;FSM_Final_Calibrated;FSMWin;FSM;Left;1,4400;-10;None;;;;16;6;7;5;8;12;4
S04;30;H2H_FSM_Left_ML_Right;ML_Final;FSM_Final_Calibrated;MLWin;ML;Right;11,4400;-9;ML;1,5000;Tip;Blade;16;7;7;5;9;12;4
S04;31;H2H_FSM_Left_ML_Right;ML_Final;FSM_Final_Calibrated;Draw;Draw;Draw;30,0011;-9;Contested;5,8400;Tip;Tip;16;7;8;5;9;13;4
S04;32;H2H_FSM_Left_ML_Right;ML_Final;FSM_Final_Calibrated;FSMWin;FSM;Left;4,3400;-10;None;;;;17;7;8;5;9;13;5
S04;33;H2H_FSM_Left_ML_Right;ML_Final;FSM_Final_Calibrated;FSMWin;FSM;Left;12,4600;-11;Contested;3,0200;Tip;Tip;18;7;8;5;9;14;5
S04;34;H2H_FSM_Left_ML_Right;ML_Final;FSM_Final_Calibrated;FSMWin;FSM;Left;4,1600;-12;None;;;;19;7;8;5;9;14;6
S04;35;H2H_FSM_Left_ML_Right;ML_Final;FSM_Final_Calibrated;FSMWin;FSM;Left;13,5600;-13;Contested;5,8400;Tip;Tip;20;7;8;5;9;15;6
