sep=;
series_id;round;configuration;time_seconds;agent;agent_side;move_action;rotate_action;combined_action;behavior_state;opening_plan;sword_x;sword_y;tip_x;tip_y;handle_x;handle_y;my_threat_distance;opponent_threat_distance;threat_advantage;sword_distance
S03;13;H2H_ML_Left_FSM_Right;16,4067;ML;Left;UpRight;CounterClockwise;UpRight_CounterClockwise;Neutral;;-5,1485;-1,7343;-5,2316;-2,9314;-5,0654;-0,5372;13,2354;10,5048;-2,7306;6,4313
S03;13;H2H_ML_Left_FSM_Right;16,5072;FSM;Right;DownLeft;Clockwise;DownLeft_Clockwise;ContactControl;Lower;-1,7311;3,3785;-0,5376;3,5026;-2,9247;3,2544;10,0637;12,7546;2,6909;5,8735
S03;13;H2H_ML_Left_FSM_Right;16,5072;ML;Left;UpRight;CounterClockwise;UpRight_CounterClockwise;Neutral;;-4,9723;-1,5198;-4,7427;-2,6976;-5,2018;-0,3420;12,7546;10,0637;-2,6909;5,8735
S03;13;H2H_ML_Left_FSM_Right;16,6081;FSM;Right;DownLeft;None;DownLeft_None;ContactControl;Lower;-1,9368;3,1729;-0,7385;3,1088;-3,1351;3,2371;9,6517;12,3841;2,7324;5,3052
S03;13;H2H_ML_Left_FSM_Right;16,6081;ML;Left;UpRight;None;UpRight_None;Neutral;;-4,7687;-1,3133;-4,3577;-2,4407;-5,1797;-0,1859;12,3841;9,6517;-2,7324;5,3052
S03;13;H2H_ML_Left_FSM_Right;16,7086;FSM;Right;DownLeft;None;DownLeft_None;ContactControl;Lower;-2,1419;2,9679;-0,9436;2,9037;-3,3401;3,0320;9,3624;12,2234;2,8610;4,7456
S03;13;H2H_ML_Left_FSM_Right;16,7086;ML;Left;Up;None;Up_None;Neutral;;-4,5914;-1,0967;-4,1803;-2,2241;-5,0024;0,0307;12,2234;9,3624;-2,8610;4,7456
S03;13;H2H_ML_Left_FSM_Right;16,8092;FSM;Right;DownLeft;None;DownLeft_None;ContactControl;Lower;-2,3469;2,7628;-1,1486;2,6986;-3,5452;2,8269;9,0731;12,1125;3,0394;4,2115
S03;13;H2H_ML_Left_FSM_Right;16,8092;ML;Left;Up;CounterClockwise;Up_CounterClockwise;Neutral;;-4,5633;-0,8183;-4,0367;-1,8966;-5,0899;0,2600;12,1125;9,0731;-3,0394;4,2115
S03;13;H2H_ML_Left_FSM_Right;16,9099;FSM;Right;DownLeft;Clockwise;DownLeft_Clockwise;Attack;Lower;-2,5525;2,5572;-1,3675;2,3682;-3,7375;2,7463;8,6918;11,9682;3,2764;3,6762
S03;13;H2H_ML_Left_FSM_Right;16,9099;ML;Left;UpRight;None;UpRight_None;Neutral;;-4,5319;-0,5406;-3,8431;-1,5233;-5,2207;0,4420;11,9682;8,6918;-3,2764;3,6762
S03;13;H2H_ML_Left_FSM_Right;17,0102;FSM;Right;DownLeft;Clockwise;DownLeft_Clockwise;Attack;Lower;-2,7570;2,3527;-1,6613;1,8634;-3,8527;2,8420;8,1437;11,7728;3,6291;3,1227
S03;13;H2H_ML_Left_FSM_Right;17,0102;ML;Left;Up;CounterClockwise;Up_CounterClockwise;Neutral;;-4,3840;-0,3127;-3,5962;-1,2179;-5,1717;0,5926;11,7728;8,1437;-3,6291;3,1227
S03;13;H2H_ML_Left_FSM_Right;17,1112;FSM;Right;DownLeft;Clockwise;DownLeft_Clockwise;Attack;Lower;-2,9629;2,1468;-2,0312;1,3906;-3,8946;2,9031;7,5602;11,6981;4,1379;2,5876
S03;13;H2H_ML_Left_FSM_Right;17,1112;ML;Left;Up;None;Up_None;Neutral;;-4,3591;-0,0318;-3,4394;-0,8027;-5,2787;0,7390;11,6981;7,5602;-4,1379;2,5876
S03;13;H2H_ML_Left_FSM_Right;17,2121;FSM;Right;Down;Clockwise;Down_Clockwise;ContactControl;Lower;-3,1589;1,9368;-2,2681;1,1328;-4,0498;2,7408;7,2152;11,8571;4,6419;2,1254
S03;13;H2H_ML_Left_FSM_Right;17,2121;ML;Left;Left;Clockwise;Left_Clockwise;Neutral;;-4,4026;0,2132;-3,5685;-0,6496;-5,2366;1,0760;11,8571;7,2152;-4,6419;2,1254
S03;13;H2H_ML_Left_FSM_Right;17,3128;FSM;Right;Down;Clockwise;Down_Clockwise;ContactControl;Lower;-3,2018;1,6640;-2,5494;0,6569;-3,8542;2,6712;6,7059;12,0782;5,3723;1,9492
S03;13;H2H_ML_Left_FSM_Right;17,3128;ML;Left;UpRight;CounterClockwise;UpRight_CounterClockwise;Neutral;;-4,5768;0,2825;-3,7891;-0,6227;-5,3646;1,1878;12,0782;6,7059;-5,3723;1,9492
S03;13;H2H_ML_Left_FSM_Right;17,4140;FSM;Right;Down;Clockwise;Down_Clockwise;ContactControl;Lower;-3,2699;1,4003;-2,5656;0,4287;-3,9741;2,3720;6,5621;11,9544;5,3923;1,5682
S03;13;H2H_ML_Left_FSM_Right;17,4140;ML;Left;Down;Clockwise;Down_Clockwise;Neutral;;-4,4632;0,3829;-3,6291;-0,4799;-5,2972;1,2457;11,9544;6,5621;-5,3923;1,5682
S03;13;H2H_ML_Left_FSM_Right;17,5148;FSM;Right;UpLeft;Clockwise;UpLeft_Clockwise;ContactControl;Lower;-3,3589;1,2178;-2,9301;0,0970;-3,7877;2,3385;6,0747;12,0040;5,9293;1,5034
S03;13;H2H_ML_Left_FSM_Right;17,5148;ML;Left;None;None;None_None;Neutral;;-4,4419;0,1750;-3,7531;-0,8076;-5,1307;1,1576;12,0040;6,0747;-5,9293;1,5034
S03;13;H2H_ML_Left_FSM_Right;17,6158;FSM;Right;UpLeft;Clockwise;UpLeft_Clockwise;ContactControl;Lower;-3,5451;1,3677;-3,4210;0,1742;-3,6692;2,5613;5,7174;11,9884;6,2710;1,5306
S03;13;H2H_ML_Left_FSM_Right;17,6158;ML;Left;Up;None;Up_None;Neutral;;-4,4365;0,1235;-3,7477;-0,8591;-5,1253;1,1061;11,9884;5,7174;-6,2710;1,5306
S03;13;H2H_ML_Left_FSM_Right;17,7166;FSM;Right;Left;Clockwise;Left_Clockwise;Attack;Lower;-3,7492;1,5691;-3,9383;0,3841;-3,5602;2,7542;5,4498;12,0393;6,5895;1,3822
S03;13;H2H_ML_Left_FSM_Right;17,7166;ML;Left;Up;None;Up_None;Neutral;;-4,4359;0,3695;-3,7471;-0,6131;-5,1247;1,3521;12,0393;5,4498;-6,5895;1,3822
S03;13;H2H_ML_Left_FSM_Right;17,8170;FSM;Right;None;None;None_None;Attack;Lower;-3,2271;2,5754;-2,5633;1,5757;-3,8908;3,5751;7,2691;12,4655;5,1964;2,7923
S03;13;H2H_ML_Left_FSM_Right;17,8170;ML;Left;None;None;None_None;Neutral;;-4,6383;0,1660;-4,2556;-0,9714;-5,0210;1,3033;12,4655;7,2691;-5,1964;2,7923
S03;13;H2H_ML_Left_FSM_Right;17,9172;FSM;Right;DownLeft;CounterClockwise;DownLeft_CounterClockwise;Attack;Lower;-1,8890;4,4999;-1,4188;5,6039;-2,3592;3,3959;11,0315;13,4161;2,3845;5,9656
S03;13;H2H_ML_Left_FSM_Right;17,9172;ML;Left;None;None;None_None;Neutral;;-5,0206;-0,5777;-5,3305;-1,7370;-4,7107;0,5816;13,4161;11,0315;-2,3845;5,9656
S03;13;H2H_ML_Left_FSM_Right;18,0173;FSM;Right;DownLeft;Clockwise;DownLeft_Clockwise;ContactControl;Lower;-2,0505;3,2969;-1,5232;4,3748;-2,5779;2,2190;10,0039;13,0894;3,0855;4,6939
S03;13;H2H_ML_Left_FSM_Right;18,0173;ML;Left;UpRight;CounterClockwise;UpRight_CounterClockwise;Neutral;;-4,9817;-0,3692;-4,9811;-1,5692;-4,9824;0,8308;13,0894;10,0039;-3,0855;4,6939
S03;13;H2H_ML_Left_FSM_Right;18,1180;FSM;Right;DownLeft;Clockwise;DownLeft_Clockwise;ContactControl;Lower;-2,2529;3,0959;-1,4645;4,0006;-3,0413;2,1912;9,7609;12,6776;2,9167;4,1440
S03;13;H2H_ML_Left_FSM_Right;18,1180;ML;Left;Up;CounterClockwise;Up_CounterClockwise;Neutral;;-4,8383;-0,1428;-4,5270;-1,3017;-5,1495;1,0162;12,6776;9,7609;-2,9167;4,1440
S03;13;H2H_ML_Left_FSM_Right;18,2191;FSM;Right;DownLeft;Clockwise;DownLeft_Clockwise;ContactControl;Lower;-2,4588;2,8901;-1,4631;3,5600;-3,4544;2,2203;9,4392;12,3980;2,9588;3,6099
S03;13;H2H_ML_Left_FSM_Right;18,2191;ML;Left;UpRight;CounterClockwise;UpRight_CounterClockwise;Neutral;;-4,7770;0,1230;-4,1765;-0,9159;-5,3776;1,1619;12,3980;9,4392;-2,9588;3,6099
S03;13;H2H_ML_Left_FSM_Right;18,3193;FSM;Right;DownLeft;Clockwise;DownLeft_Clockwise;ContactControl;Lower;-2,6633;2,6857;-1,5282;3,0750;-3,7983;2,2963;9,0489;12,1021;3,0532;3,0536
S03;13;H2H_ML_Left_FSM_Right;18,3193;ML;Left;Up;CounterClockwise;Up_CounterClockwise;Neutral;;-4,6335;0,3527;-3,7845;-0,4953;-5,4825;1,2008;12,1021;9,0489;-3,0532;3,0536
S03;13;H2H_ML_Left_FSM_Right;18,4197;FSM;Right;DownLeft;CounterClockwise;DownLeft_CounterClockwise;ContactControl;Lower;-2,8679;2,4810;-1,7140;2,8104;-4,0218;2,1516;8,7313;12,0241;3,2928;2,5259
S03;13;H2H_ML_Left_FSM_Right;18,4197;ML;Left;UpRight;None;UpRight_None;Neutral;;-4,5723;0,6168;-3,6011;-0,0880;-5,5435;1,3216;12,0241;8,7313;-3,2928;2,5259
S03;13;H2H_ML_Left_FSM_Right;18,5198;FSM;Right;DownLeft;Clockwise;DownLeft_Clockwise;Attack;Lower;-3,0722;2,2767;-1,9026;2,5452;-4,2418;2,0082;8,4116;11,9525;3,5409;1,9557
S03;13;H2H_ML_Left_FSM_Right;18,5198;ML;Left;UpRight;Clockwise;UpRight_Clockwise;Neutral;;-4,3870;0,8290;-3,4948;0,0265;-5,2793;1,6314;11,9525;8,4116;-3,5409;1,9557
S03;13;H2H_ML_Left_FSM_Right;18,6203;FSM;Right;DownLeft;Clockwise;DownLeft_Clockwise;Attack;Lower;-3,2772;2,0717;-2,0819;1,9656;-4,4725;2,1777;7,8880;11,8158;3,9278;1,3772
S03;13;H2H_ML_Left_FSM_Right;18,6203;ML;Left;UpRight;CounterClockwise;UpRight_CounterClockwise;Neutral;;-4,1835;1,0346;-3,2913;0,2321;-5,0757;1,8370;11,8158;7,8880;-3,9278;1,3772
S03;13;H2H_ML_Left_FSM_Right;18,7206;FSM;Right;DownLeft;Clockwise;DownLeft_Clockwise;Attack;Lower;-3,4949;1,8993;-2,3678;1,4876;-4,6221;2,3111;7,3594;11,7226;4,3632;0,8454
S03;13;H2H_ML_Left_FSM_Right;18,7206;ML;Left;None;Clockwise;None_Clockwise;Contact;;-3,9982;1,2201;-3,1492;0,3720;-4,8472;2,0681;11,7226;7,3594;-4,3632;0,8454
S03;13;H2H_ML_Left_FSM_Right;18,8214;FSM;Right;Up;Clockwise;Up_Clockwise;ContactControl;Lower;-3,6271;1,8873;-2,6449;1,1979;-4,6092;2,5768;6,9610;11,7163;4,7553;0,7159
S03;13;H2H_ML_Left_FSM_Right;18,8214;ML;Left;Down;None;Down_None;Contact;;-3,9207;1,2344;-3,1650;0,3023;-4,6764;2,1666;11,7163;6,9610;-4,7553;0,7159
S03;13;H2H_ML_Left_FSM_Right;18,9220;FSM;Right;UpLeft;Clockwise;UpLeft_Clockwise;ContactControl;Lower;-3,6581;2,1417;-2,8879;1,2216;-4,4284;3,0619;6,7914;11,6712;4,8798;1,0631
S03;13;H2H_ML_Left_FSM_Right;18,9220;ML;Left;Up;None;Up_None;Contact;;-3,9125;1,1095;-3,1568;0,1774;-4,6682;2,0417;11,6712;6,7914;-4,8798;1,0631
S03;13;H2H_ML_Left_FSM_Right;19,0225;FSM;Right;UpLeft;Clockwise;UpLeft_Clockwise;ContactControl;Lower;-3,8315;2,3580;-3,3256;1,2698;-4,3373;3,4461;6,5018;11,6924;5,1906;1,0308
S03;13;H2H_ML_Left_FSM_Right;19,0225;ML;Left;UpRight;None;UpRight_None;Contact;;-3,8654;1,3277;-3,1097;0,3955;-4,6211;2,2599;11,6924;6,5018;-5,1906;1,0308
S03;13;H2H_ML_Left_FSM_Right;19,1226;FSM;Right;None;None;None_None;Attack;Lower;-4,0729;3,2586;-4,9171;2,4059;-3,2286;4,1114;6,4410;11,2959;4,8549;2,3308
S03;13;H2H_ML_Left_FSM_Right;19,1226;ML;Left;None;None;None_None;Neutral;;-3,7383;0,9519;-2,7159;0,3237;-4,7607;1,5802;11,2959;6,4410;-4,8549;2,3308
S03;13;H2H_ML_Left_FSM_Right;19,2235;FSM;Right;Down;CounterClockwise;Down_CounterClockwise;Attack;Lower;-4,3507;4,3608;-4,8942;5,4306;-3,8071;3,2909;9,2189;11,0079;1,7890;4,2202
S03;13;H2H_ML_Left_FSM_Right;19,2235;ML;Left;UpLeft;None;UpLeft_None;Neutral;;-3,6609;0,1973;-2,4610;0,1770;-4,8607;0,2176;11,0079;9,2189;-1,7890;4,2202
S03;13;H2H_ML_Left_FSM_Right;19,3240;FSM;Right;DownLeft;CounterClockwise;DownLeft_CounterClockwise;Attack;Lower;-4,4797;3,3816;-5,2817;4,2743;-3,6778;2,4889;7,9998;11,1549;3,1551;3,1353
S03;13;H2H_ML_Left_FSM_Right;19,3240;ML;Left;Left;Clockwise;Left_Clockwise;Neutral;;-3,8192;0,3167;-2,6374;0,1090;-5,0011;0,5244;11,1549;7,9998;-3,1551;3,1353
S03;13;H2H_ML_Left_FSM_Right;19,4252;FSM;Right;Down;CounterClockwise;Down_CounterClockwise;Attack;Lower;-4,5967;3,1440;-5,6023;3,7987;-3,5910;2,4892;7,4448;11,4253;3,9805;2,8092
S03;13;H2H_ML_Left_FSM_Right;19,4252;ML;Left;UpLeft;Clockwise;UpLeft_Clockwise;Neutral;;-4,0772;0,3833;-2,9893;-0,1233;-5,1650;0,8898;11,4253;7,4448;-3,9805;2,8092
S03;13;H2H_ML_Left_FSM_Right;19,5252;FSM;Right;Down;CounterClockwise;Down_CounterClockwise;Attack;Lower;-4,6072;2,8602;-5,7480;3,2324;-3,4663;2,4881;6,8619;11,6624;4,8005;2,2989
S03;13;H2H_ML_Left_FSM_Right;19,5252;ML;Left;Up;None;Up_None;Neutral;;-4,2370;0,5913;-3,2081;-0,0262;-5,2660;1,2088;11,6624;6,8619;-4,8005;2,2989
S03;13;H2H_ML_Left_FSM_Right;19,6260;FSM;Right;DownLeft;CounterClockwise;DownLeft_CounterClockwise;Attack;Lower;-4,6930;2,6050;-5,8913;2,6692;-3,4948;2,5408;6,2830;11,8046;5,5216;1,7951
S03;13;H2H_ML_Left_FSM_Right;19,6260;ML;Left;UpLeft;None;UpLeft_None;Neutral;;-4,3078;0,8517;-3,2789;0,2342;-5,3367;1,4692;11,8046;6,2830;-5,5216;1,7951
S03;13;H2H_ML_Left_FSM_Right;19,7269;FSM;Right;Down;CounterClockwise;Down_CounterClockwise;Attack;Lower;-4,8882;2,3948;-6,0818;2,2707;-3,6946;2,5188;5,8439;12,0051;6,1611;1,3818
S03;13;H2H_ML_Left_FSM_Right;19,7269;ML;Left;Up;None;Up_None;Neutral;;-4,4437;1,0864;-3,4147;0,4689;-5,4726;1,7039;12,0051;5,8439;-6,1611;1,3818
S03;13;H2H_ML_Left_FSM_Right;19,8275;FSM;Right;DownLeft;CounterClockwise;DownLeft_CounterClockwise;Attack;Lower;-5,0230;2,1603;-6,1438;1,7316;-3,9022;2,5891;5,3156;11,3282;6,0126;2,1352
S03;13;H2H_ML_Left_FSM_Right;19,8275;ML;Left;None;None;None_None;Neutral;;-3,9034;0,3422;-2,7080;0,4475;-5,0987;0,2369;11,3282;5,3156;-6,0126;2,1352
S03;13;H2H_ML_Left_FSM_Right;19,9277;FSM;Right;DownLeft;CounterClockwise;DownLeft_CounterClockwise;Attack;Lower;-5,2162;1,9514;-6,1879;1,2472;-4,2446;2,6556;4,8480;11,3332;6,4851;5,3485
S03;13;H2H_ML_Left_FSM_Right;19,9277;ML;Left;None;None;None_None;Neutral;;-2,2701;-2,5126;-3,2411;-1,8074;-1,2991;-3,2177;11,3332;4,8480;-6,4851;5,3485
S03;13;H2H_ML_Left_FSM_Right;20,0278;FSM;Right;DownLeft;CounterClockwise;DownLeft_CounterClockwise;Attack;Lower;-5,4196;1,7468;-6,1759;0,8151;-4,6633;2,6785;4,4551;11,3372;6,8821;5,1638
S03;13;H2H_ML_Left_FSM_Right;20,0278;ML;Left;Up;Clockwise;Up_Clockwise;Neutral;;-2,3629;-2,4151;-3,2117;-1,5667;-1,5142;-3,2634;11,3372;4,4551;-6,8821;5,1638
S03;13;H2H_ML_Left_FSM_Right;20,1280;FSM;Right;DownLeft;None;DownLeft_None;Attack;Lower;-5,6238;1,5425;-6,2786;0,5369;-4,9691;2,5481;4,1593;11,3677;7,2084;4,8961
S03;13;H2H_ML_Left_FSM_Right;20,1280;ML;Left;UpLeft;None;UpLeft_None;Neutral;;-2,4330;-2,1710;-3,1884;-1,2386;-1,6776;-3,1034;11,3677;4,1593;-7,2084;4,8961
S03;13;H2H_ML_Left_FSM_Right;20,2291;FSM;Right;DownLeft;None;DownLeft_None;Attack;Lower;-5,8301;1,3362;-6,4848;0,3306;-5,1754;2,3419;3,8874;11,6062;7,7187;4,6230
S03;13;H2H_ML_Left_FSM_Right;20,2291;ML;Left;Left;None;Left_None;Neutral;;-2,6470;-2,0164;-3,4023;-1,0840;-1,8916;-2,9488;11,6062;3,8874;-7,7187;4,6230
S03;13;H2H_ML_Left_FSM_Right;20,3292;FSM;Right;DownLeft;None;DownLeft_None;Attack;Lower;-6,0343;1,1320;-6,6355;0,0935;-5,4331;2,1706;3,6107;11,7530;8,1423;4,4110
S03;13;H2H_ML_Left_FSM_Right;20,3292;ML;Left;Left;Clockwise;Left_Clockwise;Neutral;;-2,9276;-1,9993;-3,5279;-0,9603;-2,3274;-3,0384;11,7530;3,6107;-8,1423;4,4110
S03;13;H2H_ML_Left_FSM_Right;20,4301;FSM;Right;Down;None;Down_None;Attack;Lower;-6,2401;0,9262;-6,8413;-0,1123;-5,6389;1,9648;3,3443;11,7144;8,3701;4,2088
S03;13;H2H_ML_Left_FSM_Right;20,4301;ML;Left;Up;Clockwise;Up_Clockwise;Neutral;;-3,1351;-1,9151;-3,4460;-0,7561;-2,8243;-3,0742;11,7144;3,3443;-8,3701;4,2088
S03;13;H2H_ML_Left_FSM_Right;20,5303;FSM;Right;DownLeft;None;DownLeft_None;Attack;Lower;-6,3235;0,6718;-6,9248;-0,3668;-5,7223;1,7103;3,0767;11,4034;8,3267;4,0416
S03;13;H2H_ML_Left_FSM_Right;20,5303;ML;Left;Right;Clockwise;Right_Clockwise;Neutral;;-3,0747;-1,7323;-3,0749;-0,5323;-3,0744;-2,9323;11,4034;3,0767;-8,3267;4,0416
S03;13;H2H_ML_Left_FSM_Right;20,6308;FSM;Right;Down;None;Down_None;Attack;Lower;-6,4263;0,4245;-7,0275;-0,6140;-5,8251;1,4631;2,8092;11,0037;8,1945;4,0559
S03;13;H2H_ML_Left_FSM_Right;20,6308;ML;Left;Left;Clockwise;Left_Clockwise;Neutral;;-2,9782;-1,7112;-2,6679;-0,5520;-3,2886;-2,8704;11,0037;2,8092;-8,1945;4,0559
S03;13;H2H_ML_Left_FSM_Right;20,7313;FSM;Right;DownLeft;None;DownLeft_None;Attack;Lower;-6,5111;0,1698;-7,1123;-0,8687;-5,9099;1,2084;2,5408;10,9238;8,3830;3,7780
S03;13;H2H_ML_Left_FSM_Right;20,7313;ML;Left;UpLeft;Clockwise;UpLeft_Clockwise;Neutral;;-3,1998;-1,6491;-2,6001;-0,6098;-3,7996;-2,6885;10,9238;2,5408;-8,3830;3,7780
S03;13;H2H_ML_Left_FSM_Right;20,8321;FSM;Right;Down;None;Down_None;Attack;Lower;-6,6016;-0,0837;-7,2028;-1,1222;-6,0004;0,9548;2,2717;10,8953;8,6236;3,4780
S03;13;H2H_ML_Left_FSM_Right;20,8321;ML;Left;Left;Clockwise;Left_Clockwise;Defending;;-3,4344;-1,5209;-2,5861;-0,6722;-4,2828;-2,3696;10,8953;2,2717;-8,6236;3,4780
S03;13;H2H_ML_Left_FSM_Right;20,9330;FSM;Right;Down;None;Down_None;Attack;Lower;-6,6968;-0,3351;-7,2980;-1,3736;-6,0956;0,7035;2,0029;10,9340;8,9311;3,1999
S03;13;H2H_ML_Left_FSM_Right;20,9330;ML;Left;Left;Clockwise;Left_Clockwise;Defending;;-3,7191;-1,5067;-2,6800;-0,9064;-4,7582;-2,1069;10,9340;2,0029;-8,9311;3,1999
S03;14;H2H_ML_Left_FSM_Right;0,0000;FSM;Right;Left;CounterClockwise;Left_CounterClockwise;Opening;Upper;4,9769;-0,9994;4,9141;0,1989;5,0397;-2,1978;13,3666;13,4112;0,0446;10,0000
S03;14;H2H_ML_Left_FSM_Right;0,0000;ML;Left;Left;Clockwise;Left_Clockwise;Attacking;;-5,0231;-0,9994;-4,9603;0,1989;-5,0859;-2,1978;13,4112;13,3666;-0,0446;10,0000
S03;14;H2H_ML_Left_FSM_Right;0,1000;FSM;Right;Left;CounterClockwise;Left_CounterClockwise;Opening;Upper;4,7912;-0,9994;4,4204;0,1418;5,1621;-2,1407;12,8751;13,2336;0,3585;9,9537
S03;14;H2H_ML_Left_FSM_Right;0,1000;ML;Left;Right;Clockwise;Right_Clockwise;Neutral;;-5,1625;-0,9994;-4,7916;0,1418;-5,5333;-2,1407;13,2336;12,8751;-0,3585;9,9537
S03;14;H2H_ML_Left_FSM_Right;0,2011;FSM;Right;Left;CounterClockwise;Left_CounterClockwise;Opening;Upper;4,5062;-1,0004;3,8526;0,0060;5,1598;-2,0068;12,2916;12,7304;0,4389;9,4667
S03;14;H2H_ML_Left_FSM_Right;0,2011;ML;Left;Right;Clockwise;Right_Clockwise;Neutral;;-4,9605;-0,9994;-4,3069;0,0070;-5,6140;-2,0058;12,7304;12,2916;-0,4389;9,4667
S03;14;H2H_ML_Left_FSM_Right;0,3025;FSM;Right;Left;CounterClockwise;Left_CounterClockwise;Opening;Upper;4,2297;-1,0372;3,3379;-0,2343;5,1215;-1,8402;11,7320;12,1724;0,4404;8,9048
S03;14;H2H_ML_Left_FSM_Right;0,3025;ML;Left;Right;Clockwise;Right_Clockwise;Neutral;;-4,6751;-0,9994;-3,7833;-0,1965;-5,5668;-1,8024;12,1724;11,7320;-0,4404;8,9048
S03;14;H2H_ML_Left_FSM_Right;0,4037;FSM;Right;Left;CounterClockwise;Left_CounterClockwise;Opening;Upper;3,9389;-1,0400;2,8697;-0,4952;5,0081;-1,5848;11,2132;11,6544;0,4412;8,3225
S03;14;H2H_ML_Left_FSM_Right;0,4037;ML;Left;Right;Clockwise;Right_Clockwise;Neutral;;-4,3836;-0,9994;-3,3144;-0,4546;-5,4528;-1,5442;11,6544;11,2132;-0,4412;8,3225
S03;14;H2H_ML_Left_FSM_Right;0,5045;FSM;Right;Left;CounterClockwise;Left_CounterClockwise;Opening;Upper;3,6481;-1,0402;2,4743;-0,7907;4,8219;-1,2897;10,7590;11,2014;0,4424;7,7410
S03;14;H2H_ML_Left_FSM_Right;0,5045;ML;Left;Right;Clockwise;Right_Clockwise;Neutral;;-4,0927;-0,9994;-2,9190;-0,7499;-5,2665;-1,2489;11,2014;10,7590;-0,4424;7,7410
S03;14;H2H_ML_Left_FSM_Right;0,6049;FSM;Right;Left;CounterClockwise;Left_CounterClockwise;Opening;Upper;3,3585;-1,0402;2,1602;-1,1030;4,5569;-0,9774;10,3844;10,8541;0,4697;7,1618
S03;14;H2H_ML_Left_FSM_Right;0,6049;ML;Left;Right;None;Right_None;Neutral;;-3,8032;-0,9994;-2,6048;-0,9366;-5,0015;-1,0622;10,8541;10,3844;-0,4697;7,1618
S03;14;H2H_ML_Left_FSM_Right;0,7052;FSM;Right;Left;None;Left_None;Opening;Upper;3,0693;-1,0402;1,8956;-1,2897;4,2431;-0,7907;10,0878;10,5450;0,4572;6,5835
S03;14;H2H_ML_Left_FSM_Right;0,7052;ML;Left;Right;Clockwise;Right_Clockwise;Neutral;;-3,5140;-0,9994;-2,3156;-1,0622;-4,7123;-0,9366;10,5450;10,0878;-0,4572;6,5835
S03;14;H2H_ML_Left_FSM_Right;0,8059;FSM;Right;Left;None;Left_None;Opening;Upper;2,7786;-1,0402;1,6049;-1,2897;3,9524;-0,7907;9,8027;10,2467;0,4439;6,0020
S03;14;H2H_ML_Left_FSM_Right;0,8059;ML;Left;Right;None;Right_None;Neutral;;-3,2233;-0,9994;-2,0495;-1,2489;-4,3971;-0,7499;10,2467;9,8027;-0,4439;6,0020
S03;14;H2H_ML_Left_FSM_Right;0,9061;FSM;Right;Left;None;Left_None;Opening;Upper;2,4896;-1,0402;1,3158;-1,2897;3,6634;-0,7907;9,5197;9,9634;0,4436;5,4240
S03;14;H2H_ML_Left_FSM_Right;0,9061;ML;Left;Right;None;Right_None;Neutral;;-2,9342;-0,9994;-1,7604;-1,2489;-4,1080;-0,7499;9,9634;9,5197;-0,4436;5,4240
S03;14;H2H_ML_Left_FSM_Right;1,0073;FSM;Right;Left;None;Left_None;Opening;Upper;2,1979;-1,0402;1,0241;-1,2897;3,3717;-0,7907;9,2345;9,6778;0,4433;4,8406
S03;14;H2H_ML_Left_FSM_Right;1,0073;ML;Left;Right;None;Right_None;Neutral;;-2,6425;-0,9994;-1,4688;-1,2489;-3,8163;-0,7499;9,6778;9,2345;-0,4433;4,8406
S03;14;H2H_ML_Left_FSM_Right;1,1077;FSM;Right;DownLeft;None;DownLeft_None;Opening;Upper;1,9190;-1,0666;0,7453;-1,3161;3,0928;-0,8171;8,9564;9,3945;0,4380;4,2723
S03;14;H2H_ML_Left_FSM_Right;1,1077;ML;Left;Right;None;Right_None;Neutral;;-2,3528;-0,9994;-1,1790;-1,2489;-3,5265;-0,7499;9,3945;8,9564;-0,4380;4,2723
S03;14;H2H_ML_Left_FSM_Right;1,2078;FSM;Right;DownLeft;None;DownLeft_None;Opening;Upper;1,6692;-1,1602;0,4954;-1,4097;2,8429;-0,9107;8,6923;9,1126;0,4203;3,7367
S03;14;H2H_ML_Left_FSM_Right;1,2078;ML;Left;Right;None;Right_None;Neutral;;-2,0641;-0,9994;-0,8903;-1,2489;-3,2379;-0,7499;9,1126;8,6923;-0,4203;3,7367
S03;14;H2H_ML_Left_FSM_Right;1,3088;FSM;Right;DownLeft;None;DownLeft_None;Opening;Upper;1,4179;-1,2572;0,2441;-1,5067;2,5917;-1,0077;8,4263;8,8285;0,4022;3,2010
S03;14;H2H_ML_Left_FSM_Right;1,3088;ML;Left;Right;None;Right_None;Neutral;;-1,7727;-0,9994;-0,5989;-1,2489;-2,9465;-0,7499;8,8285;8,4263;-0,4022;3,2010
S03;14;H2H_ML_Left_FSM_Right;1,4096;FSM;Right;DownLeft;None;DownLeft_None;Opening;Upper;1,1648;-1,3483;-0,0090;-1,5978;2,3386;-1,0989;8,1599;8,5455;0,3856;2,6695
S03;14;H2H_ML_Left_FSM_Right;1,4096;ML;Left;Right;None;Right_None;Neutral;;-1,4818;-0,9994;-0,3080;-1,2489;-2,6556;-0,7499;8,5455;8,1599;-0,3856;2,6695
S03;14;H2H_ML_Left_FSM_Right;1,5104;FSM;Right;Left;None;Left_None;Opening;Upper;0,9139;-1,4441;-0,2599;-1,6935;2,0877;-1,1946;7,8950;8,2633;0,3684;2,1516
S03;14;H2H_ML_Left_FSM_Right;1,5104;ML;Left;Right;None;Right_None;Neutral;;-1,1913;-0,9994;-0,0175;-1,2489;-2,3650;-0,7499;8,2633;7,8950;-0,3684;2,1516
