sep=;
series_id;round;configuration;time_seconds;agent;agent_side;move_action;rotate_action;combined_action;behavior_state;opening_plan;sword_x;sword_y;tip_x;tip_y;handle_x;handle_y;my_threat_distance;opponent_threat_distance;threat_advantage;sword_distance
S03;38;H2H_ML_Left_FSM_Right;1,8139;FSM;Right;Left;CounterClockwise;Left_CounterClockwise;Attack;Upper;0,2126;-1,3569;-0,9612;-1,1074;1,3864;-1,6064;7,3575;8,1252;0,7677;1,6813
S03;38;H2H_ML_Left_FSM_Right;1,8139;ML;Left;None;None;None_None;Neutral;;-0,5743;0,1289;0,2808;-0,7130;-1,4294;0,9708;8,1252;7,3575;-0,7677;1,6813
S03;38;H2H_ML_Left_FSM_Right;1,9147;FSM;Right;Left;CounterClockwise;Left_CounterClockwise;Attack;Upper;-0,0502;-1,2905;-1,2486;-1,3533;1,1481;-1,2277;7,0126;12,7479;5,7352;4,5877
S03;38;H2H_ML_Left_FSM_Right;1,9147;ML;Left;None;None;None_None;Neutral;;-2,0650;2,8312;-3,2604;2,7265;-0,8695;2,9359;12,7479;7,0126;-5,7352;4,5877
S03;38;H2H_ML_Left_FSM_Right;2,0154;FSM;Right;Left;None;Left_None;Attack;Upper;-0,3387;-1,2854;-1,5240;-1,4731;0,8465;-1,0977;6,7152;12,4384;5,7232;4,2740
S03;38;H2H_ML_Left_FSM_Right;2,0154;ML;Left;Down;CounterClockwise;Down_CounterClockwise;Neutral;;-2,0417;2,6347;-3,1693;2,2242;-0,9141;3,0452;12,4384;6,7152;-5,7232;4,2740
S03;38;H2H_ML_Left_FSM_Right;2,1165;FSM;Right;Left;None;Left_None;Attack;Upper;-0,6301;-1,2850;-1,8153;-1,4727;0,5552;-1,0973;6,4349;12,0818;5,6469;3,9092
S03;38;H2H_ML_Left_FSM_Right;2,1165;ML;Left;DownLeft;CounterClockwise;DownLeft_CounterClockwise;Neutral;;-2,0530;2,3560;-3,0359;1,6676;-1,0701;3,0444;12,0818;6,4349;-5,6469;3,9092
S03;38;H2H_ML_Left_FSM_Right;2,2184;FSM;Right;Left;None;Left_None;Attack;Upper;-0,9239;-1,2850;-2,1092;-1,4727;0,2613;-1,0973;6,1529;11,8491;5,6961;3,6453
S03;38;H2H_ML_Left_FSM_Right;2,2184;ML;Left;Down;CounterClockwise;Down_CounterClockwise;Neutral;;-2,2077;2,1267;-2,9789;1,2074;-1,4364;3,0461;11,8491;6,1529;-5,6961;3,6453
S03;38;H2H_ML_Left_FSM_Right;2,3185;FSM;Right;Left;None;Left_None;Attack;Upper;-1,2128;-1,2850;-2,3981;-1,4727;-0,0276;-1,0973;5,8769;11,4725;5,5956;3,3006
S03;38;H2H_ML_Left_FSM_Right;2,3185;ML;Left;Down;CounterClockwise;Down_CounterClockwise;Neutral;;-2,2406;1,8515;-2,7477;0,7639;-1,7336;2,9391;11,4725;5,8769;-5,5956;3,3006
S03;38;H2H_ML_Left_FSM_Right;2,4196;FSM;Right;Left;None;Left_None;Attack;Upper;-1,5043;-1,2850;-2,6896;-1,4727;-0,3191;-1,0973;5,5998;11,0807;5,4810;2,9509
S03;38;H2H_ML_Left_FSM_Right;2,4196;ML;Left;DownLeft;CounterClockwise;DownLeft_CounterClockwise;Neutral;;-2,2592;1,5677;-2,4674;0,3859;-2,0509;2,7495;11,0807;5,5998;-5,4810;2,9509
S03;38;H2H_ML_Left_FSM_Right;2,5204;FSM;Right;Left;None;Left_None;Attack;Upper;-1,7953;-1,2850;-2,9690;-1,5345;-0,6215;-1,0355;5,3152;10,9302;5,6150;2,7084
S03;38;H2H_ML_Left_FSM_Right;2,5204;ML;Left;DownLeft;None;DownLeft_None;Neutral;;-2,4306;1,3478;-2,3886;0,1485;-2,4727;2,5471;10,9302;5,3152;-5,6150;2,7084
S03;38;H2H_ML_Left_FSM_Right;2,6216;FSM;Right;Left;None;Left_None;Attack;Upper;-2,0872;-1,2850;-3,2610;-1,5345;-0,9135;-1,0355;5,0397;11,1835;6,1437;2,4862
S03;38;H2H_ML_Left_FSM_Right;2,6216;ML;Left;DownLeft;Clockwise;DownLeft_Clockwise;Neutral;;-2,6345;1,1403;-2,7181;-0,0568;-2,5509;2,3374;11,1835;5,0397;-6,1437;2,4862
S03;38;H2H_ML_Left_FSM_Right;2,7222;FSM;Right;DownLeft;None;DownLeft_None;Attack;Upper;-2,3693;-1,3042;-3,5431;-1,5536;-1,1955;-1,0547;4,7686;11,3655;6,5968;2,2764
S03;38;H2H_ML_Left_FSM_Right;2,7222;ML;Left;Down;CounterClockwise;Down_CounterClockwise;Neutral;;-2,8202;0,9272;-2,9663;-0,2639;-2,6741;2,1183;11,3655;4,7686;-6,5968;2,2764
S03;38;H2H_ML_Left_FSM_Right;2,8222;FSM;Right;DownLeft;None;DownLeft_None;Attack;Upper;-2,6184;-1,3993;-3,7922;-1,6487;-1,4446;-1,1498;4,5020;11,0245;6,5226;2,0647
S03;38;H2H_ML_Left_FSM_Right;2,8222;ML;Left;Down;CounterClockwise;Down_CounterClockwise;Neutral;;-2,8526;0,6521;-2,6855;-0,5362;-3,0197;1,8404;11,0245;4,5020;-6,5226;2,0647
S03;38;H2H_ML_Left_FSM_Right;2,9229;FSM;Right;Left;None;Left_None;Attack;Upper;-2,8641;-1,5072;-4,0379;-1,7567;-1,6904;-1,2577;4,2340;10,7894;6,5554;1,8699
S03;38;H2H_ML_Left_FSM_Right;2,9229;ML;Left;Down;None;Down_None;Neutral;;-2,8551;0,3627;-2,5041;-0,7848;-3,2061;1,5102;10,7894;4,2340;-6,5554;1,8699
S03;38;H2H_ML_Left_FSM_Right;3,0233;FSM;Right;DownLeft;None;DownLeft_None;Attack;Upper;-3,1158;-1,5991;-4,2895;-1,8486;-1,9420;-1,3497;3,9661;10,7491;6,7830;1,6978
S03;38;H2H_ML_Left_FSM_Right;3,0233;ML;Left;DownLeft;None;DownLeft_None;Neutral;;-2,8759;0,0816;-2,5250;-1,0659;-3,2269;1,2292;10,7491;3,9661;-6,7830;1,6978
S03;38;H2H_ML_Left_FSM_Right;3,1240;FSM;Right;Left;None;Left_None;Attack;Upper;-3,3648;-1,6990;-4,5386;-1,9485;-2,1911;-1,4496;3,6978;10,8777;7,1799;1,5937
S03;38;H2H_ML_Left_FSM_Right;3,1240;ML;Left;DownLeft;None;DownLeft_None;Neutral;;-3,0497;-0,1369;-2,6987;-1,2844;-3,4006;1,0107;10,8777;3,6978;-7,1799;1,5937
S03;38;H2H_ML_Left_FSM_Right;3,2249;FSM;Right;None;None;None_None;Attack;Upper;-4,0454;-3,4202;-3,8450;-2,2370;-4,2458;-4,6033;4,2765;11,0558;6,7793;3,1966
S03;38;H2H_ML_Left_FSM_Right;3,2249;ML;Left;Left;None;Left_None;Neutral;;-3,2624;-0,3210;-2,9114;-1,4685;-3,6134;0,8266;11,0558;4,2765;-6,7793;3,1966
S03;38;H2H_ML_Left_FSM_Right;3,3257;FSM;Right;DownLeft;CounterClockwise;DownLeft_CounterClockwise;Recover;Upper;-4,4419;-4,3310;-3,3374;-3,8618;-5,5463;-4,8002;4,7026;11,4031;6,7005;4,0550
S03;38;H2H_ML_Left_FSM_Right;3,3257;ML;Left;Down;Clockwise;Down_Clockwise;Neutral;;-3,5068;-0,3853;-3,2777;-1,5633;-3,7359;0,7926;11,4031;4,7026;-6,7005;4,0550
S03;38;H2H_ML_Left_FSM_Right;3,4260;FSM;Right;DownLeft;CounterClockwise;DownLeft_CounterClockwise;Recover;Upper;-4,5575;-4,0950;-3,6121;-3,3559;-5,5029;-4,8341;4,3892;11,4702;7,0810;3,6047
S03;38;H2H_ML_Left_FSM_Right;3,4260;ML;Left;Down;CounterClockwise;Down_CounterClockwise;Neutral;;-3,5482;-0,6344;-3,3811;-1,8227;-3,7154;0,5539;11,4702;4,3892;-7,0810;3,6047
S03;38;H2H_ML_Left_FSM_Right;3,5271;FSM;Right;DownLeft;CounterClockwise;DownLeft_CounterClockwise;Recover;Upper;-4,6807;-3,9804;-3,9588;-3,0218;-5,4026;-4,9389;4,0476;11,2624;7,2147;3,2593
S03;38;H2H_ML_Left_FSM_Right;3,5271;ML;Left;Down;None;Down_None;Neutral;;-3,5515;-0,9230;-3,2005;-2,0705;-3,9024;0,2246;11,2624;4,0476;-7,2147;3,2593
S03;38;H2H_ML_Left_FSM_Right;3,6277;FSM;Right;Left;CounterClockwise;Left_CounterClockwise;Attack;Upper;-4,8754;-3,9045;-4,4263;-2,7917;-5,3246;-5,0172;3,6029;11,2761;7,6732;3,0169
S03;38;H2H_ML_Left_FSM_Right;3,6277;ML;Left;Left;None;Left_None;Neutral;;-3,5890;-1,1756;-3,2380;-2,3232;-3,9399;-0,0281;11,2761;3,6029;-7,6732;3,0169
S03;38;H2H_ML_Left_FSM_Right;3,7278;FSM;Right;Left;CounterClockwise;Left_CounterClockwise;Attack;Upper;-5,1557;-3,8673;-5,0098;-2,6762;-5,3016;-5,0584;3,0446;11,6267;8,5820;2,9422
S03;38;H2H_ML_Left_FSM_Right;3,7278;ML;Left;DownLeft;Clockwise;DownLeft_Clockwise;Neutral;;-3,8262;-1,2426;-3,5971;-2,4205;-4,0553;-0,0647;11,6267;3,0446;-8,5820;2,9422
S03;38;H2H_ML_Left_FSM_Right;3,8287;FSM;Right;Left;CounterClockwise;Left_CounterClockwise;Attack;Upper;-5,4463;-3,8659;-5,6136;-2,6777;-5,2789;-5,0542;2,4539;11,8626;9,4086;2,8224
S03;38;H2H_ML_Left_FSM_Right;3,8287;ML;Left;Down;CounterClockwise;Down_CounterClockwise;Neutral;;-4,0131;-1,4345;-3,8460;-2,6228;-4,1803;-0,2462;11,8626;2,4539;-9,4086;2,8224
S03;38;H2H_ML_Left_FSM_Right;3,9300;FSM;Right;DownLeft;CounterClockwise;DownLeft_CounterClockwise;Attack;Upper;-5,6514;-3,8852;-6,1206;-2,7807;-5,1822;-4,9897;1,9370;11,6107;9,6737;2,6959
S03;38;H2H_ML_Left_FSM_Right;3,9300;ML;Left;DownLeft;CounterClockwise;DownLeft_CounterClockwise;Defending;;-4,0712;-1,7010;-3,6022;-2,8055;-4,5402;-0,5964;11,6107;1,9370;-9,6737;2,6959
S03;38;H2H_ML_Left_FSM_Right;4,0311;FSM;Right;DownLeft;CounterClockwise;DownLeft_CounterClockwise;Attack;Upper;-5,8236;-3,9477;-6,5626;-3,0023;-5,0845;-4,8931;1,4584;11,6979;10,2395;2,5763
S03;38;H2H_ML_Left_FSM_Right;4,0311;ML;Left;Down;Clockwise;Down_Clockwise;Defending;;-4,2216;-1,9301;-3,6954;-3,0086;-4,7478;-0,8516;11,6979;1,4584;-10,2395;2,5763
S03;38;H2H_ML_Left_FSM_Right;4,1314;FSM;Right;Left;CounterClockwise;Left_CounterClockwise;Attack;Upper;-6,0408;-4,0359;-6,9994;-3,3140;-5,0823;-4,7578;1,0027;11,9267;10,9240;2,5483
S03;38;H2H_ML_Left_FSM_Right;4,1314;ML;Left;DownLeft;None;DownLeft_None;Defending;;-4,2773;-2,1964;-3,9263;-3,3440;-4,6283;-1,0489;11,9267;1,0027;-10,9240;2,5483
S03;38;H2H_ML_Left_FSM_Right;4,2324;FSM;Right;Left;None;Left_None;Attack;Upper;-6,3255;-4,0516;-7,3205;-3,3808;-5,3305;-4,7223;0,6920;11,9929;11,3008;2,4842
S03;38;H2H_ML_Left_FSM_Right;4,2324;ML;Left;DownLeft;CounterClockwise;DownLeft_CounterClockwise;Defending;;-4,4589;-2,4124;-3,9899;-3,5169;-4,9279;-1,3078;11,9929;0,6920;-11,3008;2,4842
S03;38;H2H_ML_Left_FSM_Right;4,3335;FSM;Right;Left;None;Left_None;Attack;Upper;-6,6167;-4,0528;-7,6117;-3,3820;-5,6217;-4,7235;0,4103;11,9638;11,5535;2,5177
S03;38;H2H_ML_Left_FSM_Right;4,3335;ML;Left;UpRight;None;UpRight_None;Defending;;-4,5955;-2,5516;-3,9595;-3,5692;-5,2315;-1,5340;11,9638;0,4103;-11,5535;2,5177
S03;39;H2H_ML_Left_FSM_Right;0,0000;FSM;Right;Left;CounterClockwise;Left_CounterClockwise;Opening;Lower;4,9769;-0,9994;4,9141;0,1989;5,0397;-2,1978;13,3666;13,4384;0,0718;9,9606
S03;39;H2H_ML_Left_FSM_Right;0,0000;ML;Left;UpRight;None;UpRight_None;Neutral;;-4,9837;-0,9831;-4,9837;0,2169;-4,9837;-2,1831;13,4384;13,3666;-0,0718;9,9606
S03;39;H2H_ML_Left_FSM_Right;0,1003;FSM;Right;Left;CounterClockwise;Left_CounterClockwise;Opening;Lower;4,7904;-0,9994;4,4196;0,1418;5,1612;-2,1407;12,8742;12,9621;0,0878;9,5964
S03;39;H2H_ML_Left_FSM_Right;0,1003;ML;Left;Right;Clockwise;Right_Clockwise;Neutral;;-4,8060;-0,9618;-4,4954;0,1973;-5,1165;-2,1209;12,9621;12,8742;-0,0878;9,5964
S03;39;H2H_ML_Left_FSM_Right;0,2004;FSM;Right;Left;CounterClockwise;Left_CounterClockwise;Opening;Lower;4,5080;-0,9994;3,8544;0,0070;5,1615;-2,0058;12,2935;12,3809;0,0874;9,0328
S03;39;H2H_ML_Left_FSM_Right;0,2004;ML;Left;Right;Clockwise;Right_Clockwise;Neutral;;-4,5248;-0,9589;-3,9248;0,0804;-5,1248;-1,9981;12,3809;12,2935;-0,0874;9,0328
S03;39;H2H_ML_Left_FSM_Right;0,3006;FSM;Right;Left;CounterClockwise;Left_CounterClockwise;Opening;Lower;4,2194;-0,9994;3,3277;-0,1965;5,1112;-1,8024;11,7319;11,8126;0,0807;8,4559
S03;39;H2H_ML_Left_FSM_Right;0,3006;ML;Left;Right;Clockwise;Right_Clockwise;Neutral;;-4,2363;-0,9587;-3,3878;-0,1101;-5,0849;-1,8072;11,8126;11,7319;-0,0807;8,4559
S03;39;H2H_ML_Left_FSM_Right;0,4008;FSM;Right;Left;CounterClockwise;Left_CounterClockwise;Opening;Lower;3,9304;-0,9994;2,8612;-0,4546;4,9996;-1,5442;11,2150;11,2846;0,0696;7,8778
S03;39;H2H_ML_Left_FSM_Right;0,4008;ML;Left;Right;Clockwise;Right_Clockwise;Neutral;;-3,9473;-0,9586;-2,9080;-0,3586;-4,9865;-1,5586;11,2846;11,2150;-0,0696;7,8778
S03;39;H2H_ML_Left_FSM_Right;0,5009;FSM;Right;Left;CounterClockwise;Left_CounterClockwise;Opening;Lower;3,6417;-0,9994;2,4680;-0,7499;4,8155;-1,2489;10,7622;10,8170;0,0548;7,3005
S03;39;H2H_ML_Left_FSM_Right;0,5009;ML;Left;Right;Clockwise;Right_Clockwise;Neutral;;-3,6586;-0,9586;-2,4995;-0,6481;-4,8178;-1,2692;10,8170;10,7622;-0,0548;7,3005
S03;39;H2H_ML_Left_FSM_Right;0,6010;FSM;Right;Left;None;Left_None;Opening;Lower;3,3528;-0,9994;2,1544;-0,9366;4,5511;-1,0622;10,4145;10,7273;0,3128;6,7226
S03;39;H2H_ML_Left_FSM_Right;0,6010;ML;Left;Right;CounterClockwise;Right_CounterClockwise;Neutral;;-3,3697;-0,9586;-2,3305;-0,3586;-4,4089;-1,5586;10,7273;10,4145;-0,3128;6,7226
S03;39;H2H_ML_Left_FSM_Right;0,7011;FSM;Right;Left;None;Left_None;Opening;Lower;3,0641;-0,9994;1,8657;-0,9366;4,2624;-1,0622;10,1332;10,4495;0,3164;6,1451
S03;39;H2H_ML_Left_FSM_Right;0,7011;ML;Left;Right;None;Right_None;Neutral;;-3,0810;-0,9586;-2,0417;-0,3586;-4,1202;-1,5586;10,4495;10,1332;-0,3164;6,1451
S03;39;H2H_ML_Left_FSM_Right;0,8018;FSM;Right;Left;None;Left_None;Opening;Lower;2,7736;-0,9994;1,5753;-0,9366;3,9720;-1,0622;9,8506;10,1708;0,3201;5,5643
S03;39;H2H_ML_Left_FSM_Right;0,8018;ML;Left;Right;None;Right_None;Neutral;;-2,7905;-0,9586;-1,7513;-0,3586;-3,8298;-1,5586;10,1708;9,8506;-0,3201;5,5643
S03;39;H2H_ML_Left_FSM_Right;0,9026;FSM;Right;Left;None;Left_None;Opening;Lower;2,4829;-0,9994;1,2846;-0,9366;3,6813;-1,0622;9,5683;9,6962;0,1279;4,9829
S03;39;H2H_ML_Left_FSM_Right;0,9026;ML;Left;Right;Clockwise;Right_Clockwise;Neutral;;-2,4998;-0,9586;-1,3407;-0,6481;-3,6589;-1,2692;9,6962;9,5683;-0,1279;4,9829
S03;39;H2H_ML_Left_FSM_Right;1,0035;FSM;Right;Left;None;Left_None;Opening;Lower;2,1917;-0,9994;0,9933;-0,9366;3,3901;-1,0622;9,2860;9,2953;0,0093;4,4005
S03;39;H2H_ML_Left_FSM_Right;1,0035;ML;Left;Right;Clockwise;Right_Clockwise;Attacking;;-2,2086;-0,9586;-1,0086;-0,9586;-3,4086;-0,9586;9,2953;9,2860;-0,0093;4,4005
S03;39;H2H_ML_Left_FSM_Right;1,1041;FSM;Right;Left;None;Left_None;Opening;Lower;1,9016;-0,9994;0,7032;-0,9366;3,1000;-1,0622;9,0053;9,0144;0,0091;3,8203
S03;39;H2H_ML_Left_FSM_Right;1,1041;ML;Left;Right;None;Right_None;Attacking;;-1,9185;-0,9586;-0,7185;-0,9586;-3,1185;-0,9586;9,0144;9,0053;-0,0091;3,8203
S03;39;H2H_ML_Left_FSM_Right;1,2043;FSM;Right;Left;None;Left_None;Opening;Lower;1,6126;-0,9994;0,4143;-0,9366;2,8110;-1,0622;8,7263;8,6988;-0,0275;3,2424
S03;39;H2H_ML_Left_FSM_Right;1,2043;ML;Left;Right;Clockwise;Right_Clockwise;Attacking;;-1,6295;-0,9586;-0,4704;-1,2692;-2,7886;-0,6481;8,6988;8,7263;0,0275;3,2424
S03;39;H2H_ML_Left_FSM_Right;1,3054;FSM;Right;Left;None;Left_None;Opening;Lower;1,3210;-0,9994;0,1226;-0,9366;2,5193;-1,0622;8,4455;8,4542;0,0087;2,6592
S03;39;H2H_ML_Left_FSM_Right;1,3054;ML;Left;Right;CounterClockwise;Right_CounterClockwise;Attacking;;-1,3379;-0,9586;-0,1379;-0,9586;-2,5379;-0,9586;8,4542;8,4455;-0,0087;2,6592
S03;39;H2H_ML_Left_FSM_Right;1,4057;FSM;Right;None;None;None_None;Opening;Lower;3,0009;-1,0308;2,5076;-2,1247;3,4943;0,0631;10,5676;10,7649;0,1973;6,0197
S03;39;H2H_ML_Left_FSM_Right;1,4057;ML;Left;None;None;None_None;Neutral;;-3,0178;-0,9272;-2,7017;-2,0848;-3,3340;0,2304;10,7649;10,5676;-0,1973;6,0197
S03;39;H2H_ML_Left_FSM_Right;1,5058;FSM;Right;Left;Clockwise;Left_Clockwise;Opening;Lower;5,5562;-1,0750;6,7342;-1,3040;4,3783;-0,8460;14,8621;14,9542;0,0921;11,1310
S03;39;H2H_ML_Left_FSM_Right;1,5058;ML;Left;Right;CounterClockwise;Right_CounterClockwise;Neutral;;-5,5731;-0,8831;-6,7724;-0,9250;-4,3739;-0,8412;14,9542;14,8621;-0,0921;11,1310
S03;39;H2H_ML_Left_FSM_Right;1,6068;FSM;Right;Left;Clockwise;Left_Clockwise;Opening;Lower;5,3146;-1,0750;6,3931;-1,6010;4,2361;-0,5489;14,4872;14,6187;0,1314;10,6478
S03;39;H2H_ML_Left_FSM_Right;1,6068;ML;Left;Right;CounterClockwise;Right_CounterClockwise;Neutral;;-5,3315;-0,8831;-6,4791;-1,2340;-4,1839;-0,5322;14,6187;14,4872;-0,1314;10,6478
S03;39;H2H_ML_Left_FSM_Right;1,7072;FSM;Right;Left;Clockwise;Left_Clockwise;Opening;Lower;5,0289;-1,0750;5,9346;-1,8623;4,1233;-0,2877;14,0034;14,1695;0,1661;10,0766
S03;39;H2H_ML_Left_FSM_Right;1,7072;ML;Left;Right;CounterClockwise;Right_CounterClockwise;Neutral;;-5,0458;-0,8831;-6,0635;-1,5190;-4,0282;-0,2472;14,1695;14,0034;-0,1661;10,0766
S03;39;H2H_ML_Left_FSM_Right;1,8082;FSM;Right;Left;Clockwise;Left_Clockwise;Attack;Lower;4,7376;-1,0750;5,4086;-2,0698;4,0666;-0,0801;13,4604;13,6543;0,1939;9,4941
S03;39;H2H_ML_Left_FSM_Right;1,8082;ML;Left;Right;CounterClockwise;Right_CounterClockwise;Neutral;;-4,7545;-0,8831;-5,5729;-1,7607;-3,9362;-0,0054;13,6543;13,4604;-0,1939;9,4941
S03;39;H2H_ML_Left_FSM_Right;1,9085;FSM;Right;Left;Clockwise;Left_Clockwise;Attack;Lower;4,4484;-1,0750;4,8391;-2,2096;4,0578;0,0597;12,8811;13,0941;0,2129;8,9158
S03;39;H2H_ML_Left_FSM_Right;1,9085;ML;Left;Right;CounterClockwise;Right_CounterClockwise;Neutral;;-4,4653;-0,8831;-5,0287;-1,9426;-3,9020;0,1765;13,0941;12,8811;-0,2129;8,9158
S03;39;H2H_ML_Left_FSM_Right;2,0094;FSM;Right;Left;Clockwise;Left_Clockwise;Attack;Lower;4,1574;-1,0750;4,2411;-2,2720;4,0737;0,1221;12,2800;12,5016;0,2216;8,3339
S03;39;H2H_ML_Left_FSM_Right;2,0094;ML;Left;Right;CounterClockwise;Right_CounterClockwise;Neutral;;-4,1743;-0,8831;-4,4442;-2,0523;-3,9044;0,2862;12,5016;12,2800;-0,2216;8,3339
S03;39;H2H_ML_Left_FSM_Right;2,1102;FSM;Right;Left;Clockwise;Left_Clockwise;Attack;Lower;3,8665;-1,0750;3,6375;-2,2529;4,0955;0,1030;11,6801;11,8989;0,2188;7,7523
S03;39;H2H_ML_Left_FSM_Right;2,1102;ML;Left;Right;CounterClockwise;Right_CounterClockwise;Neutral;;-3,8834;-0,8831;-3,8415;-2,0824;-3,9253;0,3162;11,8989;11,6801;-0,2188;7,7523
S03;39;H2H_ML_Left_FSM_Right;2,2103;FSM;Right;Left;CounterClockwise;Left_CounterClockwise;ContactControl;Lower;3,5778;-1,0750;3,0517;-2,1535;4,1039;0,0036;11,1059;11,3097;0,2038;7,1751
S03;39;H2H_ML_Left_FSM_Right;2,2103;ML;Left;Right;CounterClockwise;Right_CounterClockwise;Neutral;;-3,5947;-0,8831;-3,2438;-2,0307;-3,9456;0,2645;11,3097;11,1059;-0,2038;7,1751
S03;39;H2H_ML_Left_FSM_Right;2,3116;FSM;Right;Left;Clockwise;Left_Clockwise;Attack;Lower;3,2858;-1,0750;2,5975;-2,0579;3,9742;-0,0920;10,6643;10,7517;0,0874;6,5914
S03;39;H2H_ML_Left_FSM_Right;2,3116;ML;Left;Right;CounterClockwise;Right_CounterClockwise;Neutral;;-3,3027;-0,8831;-2,6668;-1,9007;-3,9387;0,1345;10,7517;10,6643;-0,0874;6,5914
S03;39;H2H_ML_Left_FSM_Right;2,4125;FSM;Right;Left;Clockwise;Left_Clockwise;Attack;Lower;2,9946;-1,0750;2,0753;-1,8463;3,9138;-0,3036;10,1725;10,2514;0,0788;6,0091
S03;39;H2H_ML_Left_FSM_Right;2,4125;ML;Left;Right;CounterClockwise;Right_CounterClockwise;Neutral;;-3,0115;-0,8831;-2,1338;-1,7015;-3,8891;-0,0647;10,2514;10,1725;-0,0788;6,0091
S03;39;H2H_ML_Left_FSM_Right;2,5135;FSM;Right;Left;Clockwise;Left_Clockwise;ContactControl;Lower;2,7034;-1,0750;1,6158;-1,5821;3,7910;-0,5679;9,7593;9,8276;0,0683;5,4271
S03;39;H2H_ML_Left_FSM_Right;2,5135;ML;Left;Right;CounterClockwise;Right_CounterClockwise;Neutral;;-2,7203;-0,8831;-1,6608;-1,4464;-3,7799;-0,3198;9,8276;9,7593;-0,0683;5,4271
S03;39;H2H_ML_Left_FSM_Right;2,6143;FSM;Right;Left;Clockwise;Left_Clockwise;ContactControl;Lower;2,4125;-1,0750;1,2307;-1,2833;3,5943;-0,8666;9,4378;9,5417;0,1040;4,8457
S03;39;H2H_ML_Left_FSM_Right;2,6143;ML;Left;Right;None;Right_None;Neutral;;-2,4294;-0,8831;-1,3698;-1,4464;-3,4889;-0,3198;9,5417;9,4378;-0,1040;4,8457
S03;39;H2H_ML_Left_FSM_Right;2,7145;FSM;Right;Left;Clockwise;Left_Clockwise;ContactControl;Lower;2,1234;-1,0750;0,9279;-0,9704;3,3188;-1,1796;9,2142;9,2127;-0,0015;4,2679
S03;39;H2H_ML_Left_FSM_Right;2,7145;ML;Left;Right;CounterClockwise;Right_CounterClockwise;Attacking;;-2,1403;-0,8831;-0,9710;-1,1530;-3,3095;-0,6132;9,2127;9,2142;0,0015;4,2679
S03;39;H2H_ML_Left_FSM_Right;2,8152;FSM;Right;Left;Clockwise;Left_Clockwise;ContactControl;Lower;1,8331;-1,0750;0,7054;-0,6645;2,9607;-1,4854;9,0811;8,9303;-0,1508;3,6880
S03;39;H2H_ML_Left_FSM_Right;2,8152;ML;Left;Right;None;Right_None;Attacking;;-1,8500;-0,8831;-0,6807;-1,1530;-3,0192;-0,6132;8,9303;9,0811;0,1508;3,6880
S03;39;H2H_ML_Left_FSM_Right;2,9163;FSM;Right;DownLeft;Clockwise;DownLeft_Clockwise;ContactControl;Lower;1,5569;-1,1126;0,5740;-0,4242;2,5399;-1,8009;9,0274;8,6990;-0,3284;3,1236
S03;39;H2H_ML_Left_FSM_Right;2,9163;ML;Left;Right;CounterClockwise;Right_CounterClockwise;Attacking;;-1,5583;-0,8831;-0,3590;-0,8412;-2,7575;-0,9250;8,6990;9,0274;0,3284;3,1236
S03;39;H2H_ML_Left_FSM_Right;3,0175;FSM;Right;DownLeft;Clockwise;DownLeft_Clockwise;ContactControl;Lower;1,3410;-1,2961;0,5697;-0,3769;2,1123;-2,2154;9,0383;8,4188;-0,6195;2,6398
S03;39;H2H_ML_Left_FSM_Right;3,0175;ML;Left;Right;None;Right_None;Attacking;;-1,2663;-0,8831;-0,0670;-0,8412;-2,4655;-0,9250;8,4188;9,0383;0,6195;2,6398
S03;39;H2H_ML_Left_FSM_Right;3,1176;FSM;Right;DownLeft;Clockwise;DownLeft_Clockwise;ContactControl;Lower;1,1361;-1,4986;0,6290;-0,4110;1,6432;-2,5862;9,0838;8,1425;-0,9413;2,2014
S03;39;H2H_ML_Left_FSM_Right;3,1176;ML;Left;Right;None;Right_None;Attacking;;-0,9775;-0,8831;0,2218;-0,8412;-2,1768;-0,9250;8,1425;9,0838;0,9413;2,2014
S03;39;H2H_ML_Left_FSM_Right;3,2183;FSM;Right;Left;Clockwise;Left_Clockwise;ContactControl;Lower;0,9307;-1,7038;0,7224;-0,5220;1,1391;-2,8856;9,1388;7,8656;-1,2732;1,8141
S03;39;H2H_ML_Left_FSM_Right;3,2183;ML;Left;Right;None;Right_None;Attacking;;-0,6871;-0,8831;0,5121;-0,8412;-1,8864;-0,9250;7,8656;9,1388;1,2732;1,8141
S03;39;H2H_ML_Left_FSM_Right;3,3183;FSM;Right;None;None;None_None;ContactControl;Lower;1,1425;-2,0445;0,7708;-0,9035;1,5143;-3,1854;9,0791;9,2852;0,2061;3,5207
S03;39;H2H_ML_Left_FSM_Right;3,3183;ML;Left;None;None;None_None;Neutral;;-1,7375;-0,0194;-1,0000;-0,9661;-2,4749;0,9273;9,2852;9,0791;-0,2061;3,5207
S03;39;H2H_ML_Left_FSM_Right;3,4183;FSM;Right;Left;CounterClockwise;Left_CounterClockwise;Attack;Lower;1,8139;-2,5165;0,8815;-1,7612;2,7463;-3,2719;9,0053;14,0974;5,0921;7,2139
S03;39;H2H_ML_Left_FSM_Right;3,4183;ML;Left;None;None;None_None;Neutral;;-4,0872;1,6329;-5,2782;1,4861;-2,8962;1,7796;14,0974;9,0053;-5,0921;7,2139
