sep=;
series_id;round;configuration;ml_model;fsm_version;result;winner;winner_side;duration_seconds;score_differential_ml_minus_fsm;first_clash_owner;time_to_first_clash_seconds;first_clash_fsm_part;first_clash_ml_part;fsm_wins_total;ml_wins_total;draws_total;fsm_first_clashes_total;ml_first_clashes_total;contested_first_clashes_total;no_first_clashes_total
S01;1;H2H_FSM_Left_ML_Right;ML_Final;FSM_Final_Calibrated;MLWin;ML;Right;5,7200;1;Contested;1,4600;Tip;Tip;0;1;0;0;0;1;0
S01;2;H2H_FSM_Left_ML_Right;ML_Final;FSM_Final_Calibrated;FSMWin;FSM;Left;24,9000;0;Contested;1,4600;Tip;Tip;1;1;0;0;0;2;0
S01;3;H2H_FSM_Left_ML_Right;ML_Final;FSM_Final_Calibrated;MLWin;ML;Right;7,3200;1;ML;1,6000;Tip;Blade;1;2;0;0;1;2;0
S01;4;H2H_FSM_Left_ML_Right;ML_Final;FSM_Final_Calibrated;FSMWin;FSM;Left;11,7200;0;Contested;5,1400;Tip;Tip;2;2;0;0;1;3;0
S01;5;H2H_FSM_Left_ML_Right;ML_Final;FSM_Final_Calibrated;FSMWin;FSM;Left;17,6200;-1;ML;4,9400;Tip;Blade;3;2;0;0;2;3;0
S01;6;H2H_FSM_Left_ML_Right;ML_Final;FSM_Final_Calibrated;FSMWin;FSM;Left;4,7000;-2;None;;;;4;2;0;0;2;3;1
S01;7;H2H_FSM_Left_ML_Right;ML_Final;FSM_Final_Calibrated;Draw;Draw;Draw;30,0002;-2;Contested;3,3200;Tip;Tip;4;2;1;0;2;4;1
S01;8;H2H_FSM_Left_ML_Right;ML_Final;FSM_Final_Calibrated;FSMWin;FSM;Left;26,3400;-3;Contested;1,4400;Tip;Tip;5;2;1;0;2;5;1
S01;9;H2H_FSM_Left_ML_Right;ML_Final;FSM_Final_Calibrated;MLWin;ML;Right;6,5800;-2;Contested;1,3800;Tip;Tip;5;3;1;0;2;6;1
S01;10;H2H_FSM_Left_ML_Right;ML_Final;FSM_Final_Calibrated;Draw;Draw;Draw;30,0003;-2;Contested;7,5800;Tip;Tip;5;3;2;0;2;7;1
S01;11;H2H_FSM_Left_ML_Right;ML_Final;FSM_Final_Calibrated;Draw;Draw;Draw;30,0012;-2;ML;8,8000;Tip;Blade;5;3;3;0;3;7;1
S01;12;H2H_FSM_Left_ML_Right;ML_Final;FSM_Final_Calibrated;FSMWin;FSM;Left;4,5200;-3;None;;;;6;3;3;0;3;7;2
S01;13;H2H_FSM_Left_ML_Right;ML_Final;FSM_Final_Calibrated;Draw;Draw;Draw;30,0010;-3;Contested;3,3800;Tip;Tip;6;3;4;0;3;8;2
S01;14;H2H_FSM_Left_ML_Right;ML_Final;FSM_Final_Calibrated;FSMWin;FSM;Left;4,3600;-4;None;;;;7;3;4;0;3;8;3
S01;15;H2H_FSM_Left_ML_Right;ML_Final;FSM_Final_Calibrated;FSMWin;FSM;Left;13,7400;-5;ML;3,1600;Tip;Blade;8;3;4;0;4;8;3
S01;16;H2H_FSM_Left_ML_Right;ML_Final;FSM_Final_Calibrated;FSMWin;FSM;Left;9,9400;-6;Contested;5,0400;Tip;Tip;9;3;4;0;4;9;3
S01;17;H2H_FSM_Left_ML_Right;ML_Final;FSM_Final_Calibrated;FSMWin;FSM;Left;17,1400;-7;ML;5,2000;Tip;Blade;10;3;4;0;5;9;3
S01;18;H2H_FSM_Left_ML_Right;ML_Final;FSM_Final_Calibrated;Draw;Draw;Draw;30,0006;-7;Contested;3,1800;Tip;Tip;10;3;5;0;5;10;3
S01;19;H2H_FSM_Left_ML_Right;ML_Final;FSM_Final_Calibrated;MLWin;ML;Right;8,7600;-6;Contested;3,2000;Tip;Tip;10;4;5;0;5;11;3
S01;20;H2H_FSM_Left_ML_Right;ML_Final;FSM_Final_Calibrated;MLWin;ML;Right;8,7600;-5;Contested;2,9200;Tip;Tip;10;5;5;0;5;12;3
S01;21;H2H_FSM_Left_ML_Right;ML_Final;FSM_Final_Calibrated;MLWin;ML;Right;4,2200;-4;None;;;;10;6;5;0;5;12;4
S01;22;H2H_FSM_Left_ML_Right;ML_Final;FSM_Final_Calibrated;Draw;Draw;Draw;30,0002;-4;Contested;3,4800;Tip;Tip;10;6;6;0;5;13;4
S01;23;H2H_FSM_Left_ML_Right;ML_Final;FSM_Final_Calibrated;MLWin;ML;Right;6,9400;-3;ML;1,4800;Tip;Blade;10;7;6;0;6;13;4
S01;24;H2H_FSM_Left_ML_Right;ML_Final;FSM_Final_Calibrated;MLWin;ML;Right;5,7600;-2;None;;;;10;8;6;0;6;13;5
S01;25;H2H_FSM_Left_ML_Right;ML_Final;FSM_Final_Calibrated;Draw;Draw;Draw;30,0004;-2;Contested;4,8400;Tip;Tip;10;8;7;0;6;14;5
S01;26;H2H_FSM_Left_ML_Right;ML_Final;FSM_Final_Calibrated;Draw;Draw;Draw;30,0003;-2;FSM;1,7000;Blade;Tip;10;8;8;1;6;14;5
S01;27;H2H_FSM_Left_ML_Right;ML_Final;FSM_Final_Calibrated;FSMWin;FSM;Left;18,3400;-3;Contested;1,3800;Tip;Tip;11;8;8;1;6;15;5
S01;28;H2H_FSM_Left_ML_Right;ML_Final;FSM_Final_Calibrated;Draw;Draw;Draw;30,0003;-3;Contested;2,9800;Tip;Tip;11;8;9;1;6;16;5
S01;29;H2H_FSM_Left_ML_Right;ML_Final;FSM_Final_Calibrated;FSMWin;FSM;Left;26,5600;-4;Contested;1,4200;Tip;Tip;12;8;9;1;6;17;5
S01;30;H2H_FSM_Left_ML_Right;ML_Final;FSM_Final_Calibrated;MLWin;ML;Right;5,2800;-3;Contested;3,1200;Tip;Tip;12;9;9;1;6;18;5
S01;31;H2H_FSM_Left_ML_Right;ML_Final;FSM_Final_Calibrated;Draw;Draw;Draw;30,0012;-3;ML;9,0600;Tip;Blade;12;9;10;1;7;18;5
S01;32;H2H_FSM_Left_ML_Right;ML_Final;FSM_Final_Calibrated;MLWin;ML;Right;5,5200;-2;Contested;1,4600;Tip;Tip;12;10;10;1;7;19;5
S01;33;H2H_FSM_Left_ML_Right;ML_Final;FSM_Final_Calibrated;Draw;Draw;Draw;30,0007;-2;FSM;3,9400;Blade;Tip;12;10;11;2;7;19;5
S01;34;H2H_FSM_Left_ML_Right;ML_Final;FSM_Final_Calibrated;FSMWin;FSM;Left;4,4000;-3;None;;;;13;10;11;2;7;19;6
S01;35;H2H_FSM_Left_ML_Right;ML_Final;FSM_Final_Calibrated;Draw;Draw;Draw;30,0007;-3;Contested;3,4600;Tip;Tip;13;10;12;2;7;20;6
S01;36;H2H_FSM_Left_ML_Right;ML_Final;FSM_Final_Calibrated;FSMWin;FSM;Left;4,2400;-4;None;;;;14;10;12;2;7;20;7
S01;37;H2H_FSM_Left_ML_Right;ML_Final;FSM_Final_Calibrated;FSMWin;FSM;Left;11,3000;-5;Contested;3,4400;Tip;Tip;15;10;12;2;7;21;7
S01;38;H2H_FSM_Left_ML_Right;ML_Final;FSM_Final_Calibrated;FSMWin;FSM;Left;27,2800;-6;Contested;5,9200;Tip;Tip;16;10;12;2;7;22;7
S01;39;H2H_FSM_Left_ML_Right;ML_Final;FSM_Final_Calibrated;FSMWin;FSM;Left;5,9800;-7;None;;;;17;10;12;2;7;22;8
S01;40;H2H_FSM_Left_ML_Right;ML_Final;FSM_Final_Calibrated;MLWin;ML;Right;9,4600;-6;Contested;1,5000;Tip;Tip;17;11;12;2;7;23;8
S01;41;H2H_FSM_Left_ML_Right;ML_Final;FSM_Final_Calibrated;MLWin;ML;Right;5,2800;-5;Contested;1,4000;Tip;Tip;17;12;12;2;7;24;8
S01;42;H2H_FSM_Left_ML_Right;ML_Final;FSM_Final_Calibrated;MLWin;ML;Right;5,4000;-4;Contested;1,4000;Tip;Tip;17;13;12;2;7;25;8
S01;43;H2H_FSM_Left_ML_Right;ML_Final;FSM_Final_Calibrated;Draw;Draw;Draw;30,0006;-4;ML;3,2200;Tip;Blade;17;13;13;2;8;25;8
S01;44;H2H_FSM_Left_ML_Right;ML_Final;FSM_Final_Calibrated;FSMWin;FSM;Left;15,6600;-5;ML;7,0600;Tip;Blade;18;13;13;2;9;25;8
S01;45;H2H_FSM_Left_ML_Right;ML_Final;FSM_Final_Calibrated;Draw;Draw;Draw;30,0001;-5;FSM;1,6200;Blade;Tip;18;13;14;3;9;25;8
S01;46;H2H_FSM_Left_ML_Right;ML_Final;FSM_Final_Calibrated;FSMWin;FSM;Left;25,5000;-6;Contested;1,4400;Tip;Tip;19;13;14;3;9;26;8
S01;47;H2H_FSM_Left_ML_Right;ML_Final;FSM_Final_Calibrated;FSMWin;FSM;Left;4,6800;-7;FSM;3,4000;Blade;Tip;20;13;14;4;9;26;8
S01;48;H2H_FSM_Left_ML_Right;ML_Final;FSM_Final_Calibrated;MLWin;ML;Right;5,4800;-6;None;;;;20;14;14;4;9;26;9
S01;49;H2H_FSM_Left_ML_Right;ML_Final;FSM_Final_Calibrated;FSMWin;FSM;Left;13,3400;-7;Contested;5,6000;Tip;Tip;21;14;14;4;9;27;9
S01;50;H2H_FSM_Left_ML_Right;ML_Final;FSM_Final_Calibrated;FSMWin;FSM;Left;17,7000;-8;ML;3,5400;Tip;Blade;22;14;14;4;10;27;9
S01;51;H2H_FSM_Left_ML_Right;ML_Final;FSM_Final_Calibrated;Draw;Draw;Draw;30,0012;-8;ML;7,0600;Tip;Blade;22;14;15;4;11;27;9
S01;52;H2H_FSM_Left_ML_Right;ML_Final;FSM_Final_Calibrated;Draw;Draw;Draw;30,0013;-8;Contested;6,4200;Tip;Tip;22;14;16;4;11;28;9
S01;53;H2H_FSM_Left_ML_Right;ML_Final;FSM_Final_Calibrated;MLWin;ML;Right;8,2599;-7;Contested;1,3600;Tip;Tip;22;15;16;4;11;29;9
S01;54;H2H_FSM_Left_ML_Right;ML_Final;FSM_Final_Calibrated;MLWin;ML;Right;7,7200;-6;Contested;1,3800;Tip;Tip;22;16;16;4;11;30;9
S01;55;H2H_FSM_Left_ML_Right;ML_Final;FSM_Final_Calibrated;Draw;Draw;Draw;30,0006;-6;ML;4,8000;Tip;Blade;22;16;17;4;12;30;9
S01;56;H2H_FSM_Left_ML_Right;ML_Final;FSM_Final_Calibrated;Draw;Draw;Draw;30,0011;-6;ML;5,8600;Tip;Blade;22;16;18;4;13;30;9
S01;57;H2H_FSM_Left_ML_Right;ML_Final;FSM_Final_Calibrated;FSMWin;FSM;Left;7,3200;-7;ML;2,9600;Tip;Blade;23;16;18;4;14;30;9
S01;58;H2H_FSM_Left_ML_Right;ML_Final;FSM_Final_Calibrated;FSMWin;FSM;Left;0,5000;-8;None;;;;24;16;18;4;14;30;10
S01;59;H2H_FSM_Left_ML_Right;ML_Final;FSM_Final_Calibrated;MLWin;ML;Right;5,6000;-7;Contested;1,4200;Tip;Tip;24;17;18;4;14;31;10
S01;60;H2H_FSM_Left_ML_Right;ML_Final;FSM_Final_Calibrated;FSMWin;FSM;Left;6,4200;-8;None;;;;25;17;18;4;14;31;11
S01;61;H2H_FSM_Left_ML_Right;ML_Final;FSM_Final_Calibrated;MLWin;ML;Right;5,6200;-7;Contested;1,4400;Tip;Tip;25;18;18;4;14;32;11
S01;62;H2H_FSM_Left_ML_Right;ML_Final;FSM_Final_Calibrated;FSMWin;FSM;Left;7,7400;-8;Contested;3,3600;Tip;Tip;26;18;18;4;14;33;11
S01;63;H2H_FSM_Left_ML_Right;ML_Final;FSM_Final_Calibrated;Draw;Draw;Draw;30,0009;-8;Contested;7,4000;Tip;Tip;26;18;19;4;14;34;11
S01;64;H2H_FSM_Left_ML_Right;ML_Final;FSM_Final_Calibrated;MLWin;ML;Right;7,3600;-7;Contested;1,5200;Tip;Tip;26;19;19;4;14;35;11
S01;65;H2H_FSM_Left_ML_Right;ML_Final;FSM_Final_Calibrated;FSMWin;FSM;Left;20,4200;-8;ML;3,1400;Tip;Blade;27;19;19;4;15;35;11
S01;66;H2H_FSM_Left_ML_Right;ML_Final;FSM_Final_Calibrated;Draw;Draw;Draw;30,0010;-8;Contested;5,2400;Tip;Tip;27;19;20;4;15;36;11
S01;67;H2H_FSM_Left_ML_Right;ML_Final;FSM_Final_Calibrated;Draw;Draw;Draw;30,0006;-8;Contested;3,1400;Tip;Tip;27;19;21;4;15;37;11
S01;68;H2H_FSM_Left_ML_Right;ML_Final;FSM_Final_Calibrated;Draw;Draw;Draw;30,0011;-8;Contested;1,4800;Tip;Tip;27;19;22;4;15;38;11
S01;69;H2H_FSM_Left_ML_Right;ML_Final;FSM_Final_Calibrated;FSMWin;FSM;Left;11,6000;-9;Contested;1,3800;Tip;Tip;28;19;22;4;15;39;11
