sep=;
series_id;round;configuration;ml_model;fsm_version;result;winner;winner_side;duration_seconds;score_differential_ml_minus_fsm;first_clash_owner;time_to_first_clash_seconds;first_clash_fsm_part;first_clash_ml_part;fsm_wins_total;ml_wins_total;draws_total;fsm_first_clashes_total;ml_first_clashes_total;contested_first_clashes_total;no_first_clashes_total
S02;36;H2H_ML_Left_FSM_Right;ML_Final;FSM_Final_Calibrated;FSMWin;FSM;Right;11,6000;2;Contested;1,4400;Tip;Tip;16;18;2;2;8;14;12
S02;37;H2H_ML_Left_FSM_Right;ML_Final;FSM_Final_Calibrated;MLWin;ML;Left;6,3800;3;ML;1,5800;Tip;Blade;16;19;2;2;9;14;12
S02;38;H2H_ML_Left_FSM_Right;ML_Final;FSM_Final_Calibrated;FSMWin;FSM;Right;8,0600;2;Contested;1,3400;Tip;Tip;17;19;2;2;9;15;12
S02;39;H2H_ML_Left_FSM_Right;ML_Final;FSM_Final_Calibrated;FSMWin;FSM;Right;17,0000;1;ML;3,7400;Tip;Blade;18;19;2;2;10;15;12
S02;40;H2H_ML_Left_FSM_Right;ML_Final;FSM_Final_Calibrated;MLWin;ML;Left;6,7800;2;Contested;1,4400;Tip;Tip;18;20;2;2;10;16;12
S02;41;H2H_ML_Left_FSM_Right;ML_Final;FSM_Final_Calibrated;FSMWin;FSM;Right;4,3400;1;None;;;;19;20;2;2;10;16;13
S02;42;H2H_ML_Left_FSM_Right;ML_Final;FSM_Final_Calibrated;Draw;Draw;Draw;30,0010;1;ML;3,1600;Tip;Blade;19;20;3;2;11;16;13
S02;43;H2H_ML_Left_FSM_Right;ML_Final;FSM_Final_Calibrated;FSMWin;FSM;Right;4,2800;0;None;;;;20;20;3;2;11;16;14
S02;44;H2H_ML_Left_FSM_Right;ML_Final;FSM_Final_Calibrated;FSMWin;FSM;Right;10,2800;-1;ML;2,9200;Tip;Blade;21;20;3;2;12;16;14
S02;45;H2H_ML_Left_FSM_Right;ML_Final;FSM_Final_Calibrated;Draw;Draw;Draw;30,0003;-1;ML;1,5800;Tip;Blade;21;20;4;2;13;16;14
S02;46;H2H_ML_Left_FSM_Right;ML_Final;FSM_Final_Calibrated;FSMWin;FSM;Right;10,1000;-2;Contested;1,4200;Tip;Tip;22;20;4;2;13;17;14
S02;47;H2H_ML_Left_FSM_Right;ML_Final;FSM_Final_Calibrated;FSMWin;FSM;Right;5,9800;-3;Contested;1,4000;Tip;Tip;23;20;4;2;13;18;14
S02;48;H2H_ML_Left_FSM_Right;ML_Final;FSM_Final_Calibrated;FSMWin;FSM;Right;17,2800;-4;Contested;1,9000;Tip;Tip;24;20;4;2;13;19;14
S02;49;H2H_ML_Left_FSM_Right;ML_Final;FSM_Final_Calibrated;MLWin;ML;Left;8,3400;-3;Contested;1,4200;Tip;Tip;24;21;4;2;13;20;14
S02;50;H2H_ML_Left_FSM_Right;ML_Final;FSM_Final_Calibrated;FSMWin;FSM;Right;4,2800;-4;None;;;;25;21;4;2;13;20;15
S02;51;H2H_ML_Left_FSM_Right;ML_Final;FSM_Final_Calibrated;FSMWin;FSM;Right;4,4600;-5;None;;;;26;21;4;2;13;20;16
S02;52;H2H_ML_Left_FSM_Right;ML_Final;FSM_Final_Calibrated;FSMWin;FSM;Right;4,5600;-6;None;;;;27;21;4;2;13;20;17
S02;53;H2H_ML_Left_FSM_Right;ML_Final;FSM_Final_Calibrated;FSMWin;FSM;Right;11,4600;-7;Contested;1,4000;Tip;Tip;28;21;4;2;13;21;17
