sep=;
series_id;round;configuration;ml_model;fsm_version;result;winner;winner_side;duration_seconds;score_differential_ml_minus_fsm;first_clash_owner;time_to_first_clash_seconds;first_clash_fsm_part;first_clash_ml_part;fsm_wins_total;ml_wins_total;draws_total;fsm_first_clashes_total;ml_first_clashes_total;contested_first_clashes_total;no_first_clashes_total
S04;26;H2H_ML_Left_FSM_Right;ML_Final;FSM_Final_Calibrated;MLWin;ML;Left;6,6200;-12;ML;1,5400;Tip;Blade;18;6;2;2;6;9;9
S04;27;H2H_ML_Left_FSM_Right;ML_Final;FSM_Final_Calibrated;MLWin;ML;Left;4,7200;-11;None;;;;18;7;2;2;6;9;10
S04;28;H2H_ML_Left_FSM_Right;ML_Final;FSM_Final_Calibrated;MLWin;ML;Left;3,9200;-10;None;;;;18;8;2;2;6;9;11
S04;29;H2H_ML_Left_FSM_Right;ML_Final;FSM_Final_Calibrated;FSMWin;FSM;Right;4,2400;-11;None;;;;19;8;2;2;6;9;12
S04;30;H2H_ML_Left_FSM_Right;ML_Final;FSM_Final_Calibrated;FSMWin;FSM;Right;4,5000;-12;None;;;;20;8;2;2;6;9;13
S04;31;H2H_ML_Left_FSM_Right;ML_Final;FSM_Final_Calibrated;MLWin;ML;Left;10,4200;-11;ML;1,5800;Tip;Blade;20;9;2;2;7;9;13
S04;32;H2H_ML_Left_FSM_Right;ML_Final;FSM_Final_Calibrated;FSMWin;FSM;Right;4,3400;-12;None;;;;21;9;2;2;7;9;14
S04;33;H2H_ML_Left_FSM_Right;ML_Final;FSM_Final_Calibrated;FSMWin;FSM;Right;5,5400;-13;FSM;4,7400;Blade;Tip;22;9;2;3;7;9;14
S04;34;H2H_ML_Left_FSM_Right;ML_Final;FSM_Final_Calibrated;FSMWin;FSM;Right;10,9800;-14;Contested;3,0600;Tip;Tip;23;9;2;3;7;10;14
S04;35;H2H_ML_Left_FSM_Right;ML_Final;FSM_Final_Calibrated;FSMWin;FSM;Right;23,7600;-15;Contested;1,3400;Tip;Tip;24;9;2;3;7;11;14
S04;36;H2H_ML_Left_FSM_Right;ML_Final;FSM_Final_Calibrated;MLWin;ML;Left;5,0000;-14;None;;;;24;10;2;3;7;11;15
S04;37;H2H_ML_Left_FSM_Right;ML_Final;FSM_Final_Calibrated;FSMWin;FSM;Right;4,3000;-15;None;;;;25;10;2;3;7;11;16
S04;38;H2H_ML_Left_FSM_Right;ML_Final;FSM_Final_Calibrated;FSMWin;FSM;Right;4,6000;-16;None;;;;26;10;2;3;7;11;17
S04;39;H2H_ML_Left_FSM_Right;ML_Final;FSM_Final_Calibrated;FSMWin;FSM;Right;13,7200;-17;Contested;1,3400;Tip;Tip;27;10;2;3;7;12;17
S04;40;H2H_ML_Left_FSM_Right;ML_Final;FSM_Final_Calibrated;FSMWin;FSM;Right;4,1800;-18;None;;;;28;10;2;3;7;12;18
S04;41;H2H_ML_Left_FSM_Right;ML_Final;FSM_Final_Calibrated;MLWin;ML;Left;6,2800;-17;Contested;1,4800;Tip;Tip;28;11;2;3;7;13;18
S04;42;H2H_ML_Left_FSM_Right;ML_Final;FSM_Final_Calibrated;FSMWin;FSM;Right;6,0200;-18;Contested;1,4000;Tip;Tip;29;11;2;3;7;14;18
S04;43;H2H_ML_Left_FSM_Right;ML_Final;FSM_Final_Calibrated;MLWin;ML;Left;8,3400;-17;None;;;;29;12;2;3;7;14;19
S04;44;H2H_ML_Left_FSM_Right;ML_Final;FSM_Final_Calibrated;FSMWin;FSM;Right;4,8400;-18;None;;;;30;12;2;3;7;14;20
S04;45;H2H_ML_Left_FSM_Right;ML_Final;FSM_Final_Calibrated;MLWin;ML;Left;7,7400;-17;ML;1,6200;Tip;Blade;30;13;2;3;8;14;20
S04;46;H2H_ML_Left_FSM_Right;ML_Final;FSM_Final_Calibrated;FSMWin;FSM;Right;4,3000;-18;None;;;;31;13;2;3;8;14;21
S04;47;H2H_ML_Left_FSM_Right;ML_Final;FSM_Final_Calibrated;MLWin;ML;Left;5,6000;-17;Contested;1,4000;Tip;Tip;31;14;2;3;8;15;21
S04;48;H2H_ML_Left_FSM_Right;ML_Final;FSM_Final_Calibrated;FSMWin;FSM;Right;4,3000;-18;None;;;;32;14;2;3;8;15;22
S04;49;H2H_ML_Left_FSM_Right;ML_Final;FSM_Final_Calibrated;FSMWin;FSM;Right;4,3600;-19;None;;;;33;14;2;3;8;15;23
S04;50;H2H_ML_Left_FSM_Right;ML_Final;FSM_Final_Calibrated;MLWin;ML;Left;7,3200;-18;None;;;;33;15;2;3;8;15;24
S04;51;H2H_ML_Left_FSM_Right;ML_Final;FSM_Final_Calibrated;MLWin;ML;Left;8,2200;-17;Contested;1,3400;Tip;Tip;33;16;2;3;8;16;24
S04;52;H2H_ML_Left_FSM_Right;ML_Final;FSM_Final_Calibrated;MLWin;ML;Left;5,6200;-16;None;;;;33;17;2;3;8;16;25
S04;53;H2H_ML_Left_FSM_Right;ML_Final;FSM_Final_Calibrated;MLWin;ML;Left;6,3000;-15;ML;1,5000;Tip;Blade;33;18;2;3;9;16;25
S04;54;H2H_ML_Left_FSM_Right;ML_Final;FSM_Final_Calibrated;FSMWin;FSM;Right;4,4200;-16;None;;;;34;18;2;3;9;16;26
S04;55;H2H_ML_Left_FSM_Right;ML_Final;FSM_Final_Calibrated;FSMWin;FSM;Right;4,0800;-17;None;;;;35;18;2;3;9;16;27
S04;56;H2H_ML_Left_FSM_Right;ML_Final;FSM_Final_Calibrated;FSMWin;FSM;Right;4,2800;-18;None;;;;36;18;2;3;9;16;28
S04;57;H2H_ML_Left_FSM_Right;ML_Final;FSM_Final_Calibrated;MLWin;ML;Left;4,9200;-17;None;;;;36;19;2;3;9;16;29
S04;58;H2H_ML_Left_FSM_Right;ML_Final;FSM_Final_Calibrated;FSMWin;FSM;Right;4,3000;-18;None;;;;37;19;2;3;9;16;30
S04;59;H2H_ML_Left_FSM_Right;ML_Final;FSM_Final_Calibrated;MLWin;ML;Left;5,8000;-17;None;;;;37;20;2;3;9;16;31
S04;60;H2H_ML_Left_FSM_Right;ML_Final;FSM_Final_Calibrated;FSMWin;FSM;Right;13,2600;-18;Contested;3,3400;Tip;Tip;38;20;2;3;9;17;31
S04;61;H2H_ML_Left_FSM_Right;ML_Final;FSM_Final_Calibrated;MLWin;ML;Left;3,8400;-17;None;;;;38;21;2;3;9;17;32
S04;62;H2H_ML_Left_FSM_Right;ML_Final;FSM_Final_Calibrated;MLWin;ML;Left;5,5800;-16;None;;;;38;22;2;3;9;17;33
S04;63;H2H_ML_Left_FSM_Right;ML_Final;FSM_Final_Calibrated;MLWin;ML;Left;7,1600;-15;Contested;1,3400;Tip;Tip;38;23;2;3;9;18;33
S04;64;H2H_ML_Left_FSM_Right;ML_Final;FSM_Final_Calibrated;MLWin;ML;Left;6,7000;-14;None;;;;38;24;2;3;9;18;34
S04;65;H2H_ML_Left_FSM_Right;ML_Final;FSM_Final_Calibrated;Draw;Draw;Draw;30,0012;-14;Contested;5,0600;Tip;Tip;38;24;3;3;9;19;34
S04;66;H2H_ML_Left_FSM_Right;ML_Final;FSM_Final_Calibrated;MLWin;ML;Left;7,4200;-13;Contested;1,3800;Tip;Tip;38;25;3;3;9;20;34
S04;67;H2H_ML_Left_FSM_Right;ML_Final;FSM_Final_Calibrated;FSMWin;FSM;Right;9,2800;-14;Contested;1,3600;Tip;Tip;39;25;3;3;9;21;34
S04;68;H2H_ML_Left_FSM_Right;ML_Final;FSM_Final_Calibrated;MLWin;ML;Left;3,9800;-13;None;;;;39;26;3;3;9;21;35
S04;69;H2H_ML_Left_FSM_Right;ML_Final;FSM_Final_Calibrated;FSMWin;FSM;Right;4,6600;-14;None;;;;40;26;3;3;9;21;36
S04;70;H2H_ML_Left_FSM_Right;ML_Final;FSM_Final_Calibrated;MLWin;ML;Left;6,8200;-13;ML;1,5800;Tip;Blade;40;27;3;3;10;21;36
S04;71;H2H_ML_Left_FSM_Right;ML_Final;FSM_Final_Calibrated;MLWin;ML;Left;8,6400;-12;Contested;1,3400;Tip;Tip;40;28;3;3;10;22;36
S04;72;H2H_ML_Left_FSM_Right;ML_Final;FSM_Final_Calibrated;FSMWin;FSM;Right;15,3000;-13;Contested;1,3400;Tip;Tip;41;28;3;3;10;23;36
S04;73;H2H_ML_Left_FSM_Right;ML_Final;FSM_Final_Calibrated;MLWin;ML;Left;4,2600;-12;None;;;;41;29;3;3;10;23;37
S04;74;H2H_ML_Left_FSM_Right;ML_Final;FSM_Final_Calibrated;Draw;Draw;Draw;30,0012;-12;Contested;3,8200;Tip;Tip;41;29;4;3;10;24;37
S04;75;H2H_ML_Left_FSM_Right;ML_Final;FSM_Final_Calibrated;MLWin;ML;Left;8,8200;-11;None;;;;41;30;4;3;10;24;38
S04;76;H2H_ML_Left_FSM_Right;ML_Final;FSM_Final_Calibrated;FSMWin;FSM;Right;10,9200;-12;Contested;1,4800;Tip;Tip;42;30;4;3;10;25;38
S04;77;H2H_ML_Left_FSM_Right;ML_Final;FSM_Final_Calibrated;FSMWin;FSM;Right;9,2200;-13;Contested;3,1400;Tip;Tip;43;30;4;3;10;26;38
S04;78;H2H_ML_Left_FSM_Right;ML_Final;FSM_Final_Calibrated;FSMWin;FSM;Right;4,2600;-14;None;;;;44;30;4;3;10;26;39
S04;79;H2H_ML_Left_FSM_Right;ML_Final;FSM_Final_Calibrated;FSMWin;FSM;Right;15,8001;-15;FSM;1,6801;Blade;Tip;45;30;4;4;10;26;39
S04;80;H2H_ML_Left_FSM_Right;ML_Final;FSM_Final_Calibrated;FSMWin;FSM;Right;0,5000;-16;None;;;;46;30;4;4;10;26;40
S04;81;H2H_ML_Left_FSM_Right;ML_Final;FSM_Final_Calibrated;MLWin;ML;Left;6,9200;-15;ML;1,5800;Tip;Blade;46;31;4;4;11;26;40
S04;82;H2H_ML_Left_FSM_Right;ML_Final;FSM_Final_Calibrated;MLWin;ML;Left;7,0200;-14;ML;3,5600;Tip;Blade;46;32;4;4;12;26;40
S04;83;H2H_ML_Left_FSM_Right;ML_Final;FSM_Final_Calibrated;FSMWin;FSM;Right;7,6200;-15;FSM;2,9800;Blade;Tip;47;32;4;5;12;26;40
S04;84;H2H_ML_Left_FSM_Right;ML_Final;FSM_Final_Calibrated;MLWin;ML;Left;6,6600;-14;Contested;1,4400;Tip;Tip;47;33;4;5;12;27;40
S04;85;H2H_ML_Left_FSM_Right;ML_Final;FSM_Final_Calibrated;FSMWin;FSM;Right;13,8400;-15;FSM;1,7000;Blade;Tip;48;33;4;6;12;27;40
S04;86;H2H_ML_Left_FSM_Right;ML_Final;FSM_Final_Calibrated;Draw;Draw;Draw;30,0006;-15;FSM;3,4200;Blade;Tip;48;33;5;7;12;27;40
S04;87;H2H_ML_Left_FSM_Right;ML_Final;FSM_Final_Calibrated;MLWin;ML;Left;5,3000;-14;Contested;1,4600;Tip;Tip;48;34;5;7;12;28;40
S04;88;H2H_ML_Left_FSM_Right;ML_Final;FSM_Final_Calibrated;FSMWin;FSM;Right;4,6801;-15;None;;;;49;34;5;7;12;28;41
S04;89;H2H_ML_Left_FSM_Right;ML_Final;FSM_Final_Calibrated;FSMWin;FSM;Right;4,7400;-16;None;;;;50;34;5;7;12;28;42
S04;90;H2H_ML_Left_FSM_Right;ML_Final;FSM_Final_Calibrated;MLWin;ML;Left;5,6000;-15;Contested;1,5000;Tip;Tip;50;35;5;7;12;29;42
S04;91;H2H_ML_Left_FSM_Right;ML_Final;FSM_Final_Calibrated;MLWin;ML;Left;13,4800;-14;Contested;1,4400;Tip;Tip;50;36;5;7;12;30;42
S04;92;H2H_ML_Left_FSM_Right;ML_Final;FSM_Final_Calibrated;MLWin;ML;Left;5,6400;-13;Contested;1,3600;Tip;Tip;50;37;5;7;12;31;42
S04;93;H2H_ML_Left_FSM_Right;ML_Final;FSM_Final_Calibrated;MLWin;ML;Left;9,2200;-12;Contested;1,3800;Tip;Tip;50;38;5;7;12;32;42
S04;94;H2H_ML_Left_FSM_Right;ML_Final;FSM_Final_Calibrated;FSMWin;FSM;Right;18,5600;-13;Contested;2,7200;Tip;Tip;51;38;5;7;12;33;42
S04;95;H2H_ML_Left_FSM_Right;ML_Final;FSM_Final_Calibrated;Draw;Draw;Draw;30,0004;-13;FSM;1,7000;Blade;Tip;51;38;6;8;12;33;42
S04;96;H2H_ML_Left_FSM_Right;ML_Final;FSM_Final_Calibrated;MLWin;ML;Left;10,2400;-12;ML;1,6000;Tip;Blade;51;39;6;8;13;33;42
S04;97;H2H_ML_Left_FSM_Right;ML_Final;FSM_Final_Calibrated;FSMWin;FSM;Right;4,3400;-13;None;;;;52;39;6;8;13;33;43
S04;98;H2H_ML_Left_FSM_Right;ML_Final;FSM_Final_Calibrated;FSMWin;FSM;Right;27,6400;-14;ML;3,3400;Tip;Blade;53;39;6;8;14;33;43
S04;99;H2H_ML_Left_FSM_Right;ML_Final;FSM_Final_Calibrated;FSMWin;FSM;Right;7,9800;-15;Contested;1,3400;Tip;Tip;54;39;6;8;14;34;43
S04;100;H2H_ML_Left_FSM_Right;ML_Final;FSM_Final_Calibrated;FSMWin;FSM;Right;23,4800;-16;Contested;1,4800;Tip;Tip;55;39;6;8;14;35;43
