sep=;
round;configuration;ml_model;fsm_version;result;duration_seconds;first_clash_owner;time_to_first_clash_seconds;first_clash_fsm_part;first_clash_ml_part;fsm_wins_total;ml_wins_total;draws_total;fsm_first_clashes_total;ml_first_clashes_total;contested_first_clashes_total;no_first_clashes_total
1;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;MLWin;7,0000;Contested;1,3400;Tip;Tip;0;1;0;0;0;1;0
2;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;MLWin;6,5800;Contested;1,5200;Tip;Tip;0;2;0;0;0;2;0
3;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;MLWin;7,1200;Contested;1,3400;Tip;Tip;0;3;0;0;0;3;0
4;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;11,7600;Contested;1,5200;Tip;Tip;1;3;0;0;0;4;0
5;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;MLWin;8,2200;Contested;1,3400;Tip;Tip;1;4;0;0;0;5;0
6;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;MLWin;9,3400;Contested;1,4800;Tip;Tip;1;5;0;0;0;6;0
7;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;MLWin;12,5200;Contested;1,4400;Tip;Tip;1;6;0;0;0;7;0
8;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;18,4600;Contested;1,3400;Tip;Tip;2;6;0;0;0;8;0
9;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;20,4800;Contested;3,3200;Tip;Tip;3;6;0;0;0;9;0
10;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;Draw;30,0000;ML;10,1400;Tip;Blade;3;6;1;0;1;9;0
11;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;MLWin;12,2000;ML;9,0000;Tip;Blade;3;7;1;0;2;9;0
12;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;5,4400;Contested;1,4600;Tip;Tip;4;7;1;0;2;10;0
13;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;MLWin;7,0200;ML;1,6000;Tip;Blade;4;8;1;0;3;10;0
14;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;MLWin;5,5400;Contested;1,4400;Tip;Tip;4;9;1;0;3;11;0
15;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;8,1800;Contested;1,3600;Tip;Tip;5;9;1;0;3;12;0
16;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;4,4400;None;;;;6;9;1;0;3;12;1
17;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;4,3400;None;;;;7;9;1;0;3;12;2
18;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;MLWin;7,8400;Contested;1,3400;Tip;Tip;7;10;1;0;3;13;2
19;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;MLWin;3,8400;None;;;;7;11;1;0;3;13;3
20;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;10,8800;Contested;1,5200;Tip;Tip;8;11;1;0;3;14;3
21;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;MLWin;7,3200;ML;1,6200;Tip;Blade;8;12;1;0;4;14;3
22;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;MLWin;6,2600;Contested;1,4400;Tip;Tip;8;13;1;0;4;15;3
23;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;MLWin;8,4600;ML;1,6000;Tip;Blade;8;14;1;0;5;15;3
24;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;4,2400;None;;;;9;14;1;0;5;15;4
25;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;MLWin;8,4400;ML;1,5800;Tip;Blade;9;15;1;0;6;15;4
26;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;4,3400;None;;;;10;15;1;0;6;15;5
27;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;13,5400;FSM;1,6400;Blade;Tip;11;15;1;1;6;15;5
28;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;4,5400;None;;;;12;15;1;1;6;15;6
29;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;4,4800;None;;;;13;15;1;1;6;15;7
30;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;MLWin;4,0200;None;;;;13;16;1;1;6;15;8
