sep=;
round;configuration;ml_model;fsm_version;result;duration_seconds;first_clash_owner;time_to_first_clash_seconds;first_clash_fsm_part;first_clash_ml_part;fsm_wins_total;ml_wins_total;draws_total;fsm_first_clashes_total;ml_first_clashes_total;contested_first_clashes_total;no_first_clashes_total
1;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;4,4000;None;;;;1;0;0;0;0;0;1
2;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;4,2600;None;;;;2;0;0;0;0;0;2
3;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;4,6800;None;;;;3;0;0;0;0;0;3
4;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;MLWin;8,0600;ML;1,6600;Tip;Blade;3;1;0;0;1;0;3
5;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;4,4400;None;;;;4;1;0;0;1;0;4
6;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;5,5400;None;;;;5;1;0;0;1;0;5
7;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;MLWin;14,4800;Contested;4,7800;Tip;Tip;5;2;0;0;1;1;5
8;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;10,5800;ML;7,5200;Tip;Blade;6;2;0;0;2;1;5
9;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;4,3000;None;;;;7;2;0;0;2;1;6
10;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;4,3400;None;;;;8;2;0;0;2;1;7
11;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;5,6600;Contested;1,5400;Tip;Tip;9;2;0;0;2;2;7
12;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;4,2800;None;;;;10;2;0;0;2;2;8
13;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;Draw;30,0005;Contested;1,3400;Tip;Tip;10;2;1;0;2;3;8
14;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;4,4200;None;;;;11;2;1;0;2;3;9
15;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;MLWin;4,0800;None;;;;11;3;1;0;2;3;10
16;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;MLWin;6,3400;None;;;;11;4;1;0;2;3;11
17;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;18,0800;ML;6,1000;Tip;Blade;12;4;1;0;3;3;11
18;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;6,1400;None;;;;13;4;1;0;3;3;12
19;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;7,1800;FSM;4,9600;Blade;Tip;14;4;1;1;3;3;12
20;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;MLWin;5,5600;Contested;1,4400;Tip;Tip;14;5;1;1;3;4;12
21;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;4,6800;None;;;;15;5;1;1;3;4;13
22;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;MLWin;6,5200;Contested;1,4000;Tip;Tip;15;6;1;1;3;5;13
23;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;6,1000;None;;;;16;6;1;1;3;5;14
24;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;MLWin;5,5600;Contested;1,4600;Tip;Tip;16;7;1;1;3;6;14
25;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;10,4600;Contested;1,3600;Tip;Tip;17;7;1;1;3;7;14
26;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;10,6200;Contested;1,4200;Tip;Tip;18;7;1;1;3;8;14
27;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;Draw;30,0015;Contested;1,4200;Tip;Tip;18;7;2;1;3;9;14
28;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;4,2800;None;;;;19;7;2;1;3;9;15
29;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;Draw;30,0006;Contested;4,8000;Tip;Tip;19;7;3;1;3;10;15
30;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;MLWin;6,5000;Contested;3,3000;Tip;Tip;19;8;3;1;3;11;15
31;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;MLWin;5,8400;None;;;;19;9;3;1;3;11;16
32;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;4,4400;None;;;;20;9;3;1;3;11;17
33;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;21,2200;ML;3,0200;Tip;Blade;21;9;3;1;4;11;17
34;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;1,0200;None;;;;22;9;3;1;4;11;18
35;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;18,8400;Contested;1,4800;Tip;Tip;23;9;3;1;4;12;18
36;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;MLWin;7,9800;Contested;1,4800;Tip;Tip;23;10;3;1;4;13;18
37;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;MLWin;7,5800;Contested;1,4400;Tip;Tip;23;11;3;1;4;14;18
