sep=;
round;configuration;ml_model;fsm_version;result;duration_seconds;first_clash_owner;time_to_first_clash_seconds;first_clash_fsm_part;first_clash_ml_part;fsm_wins_total;ml_wins_total;draws_total;fsm_first_clashes_total;ml_first_clashes_total;contested_first_clashes_total;no_first_clashes_total
1;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;11,0200;FSM;1,6200;Blade;Tip;1;0;0;1;0;0;0
2;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;15,0400;Contested;1,6200;Tip;Tip;2;0;0;1;0;1;0
3;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;MLWin;5,6400;ML;1,6200;Tip;Blade;2;1;0;1;1;1;0
4;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;5,7600;FSM;1,6600;Blade;Tip;3;1;0;2;1;1;0
5;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;MLWin;6,7000;Contested;3,0600;Tip;Tip;3;2;0;2;1;2;0
6;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;8,1200;Contested;1,4600;Tip;Tip;4;2;0;2;1;3;0
7;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;12,2800;Contested;1,6800;Tip;Tip;5;2;0;2;1;4;0
8;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;14,9000;Contested;1,6400;Tip;Tip;6;2;0;2;1;5;0
9;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;11,8000;Contested;1,6800;Tip;Tip;7;2;0;2;1;6;0
10;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;7,6800;Contested;1,6200;Tip;Tip;8;2;0;2;1;7;0
11;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;11,3400;Contested;1,6800;Tip;Tip;9;2;0;2;1;8;0
12;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;10,4000;Contested;1,5400;Tip;Tip;10;2;0;2;1;9;0
13;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;21,1200;ML;1,0600;Tip;Blade;11;2;0;2;2;9;0
14;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;15,2000;Contested;1,6400;Tip;Tip;12;2;0;2;2;10;0
15;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;MLWin;9,2800;None;;;;12;3;0;2;2;10;1
16;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;6,0000;Contested;1,6600;Tip;Tip;13;3;0;2;2;11;1
17;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;25,1000;Contested;1,6600;Tip;Tip;14;3;0;2;2;12;1
18;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;28,3600;ML;4,2400;Tip;Blade;15;3;0;2;3;12;1
19;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;18,5800;ML;4,8000;Tip;Blade;16;3;0;2;4;12;1
20;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;26,9600;ML;5,6000;Tip;Blade;17;3;0;2;5;12;1
21;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;9,8600;Contested;1,4400;Tip;Tip;18;3;0;2;5;13;1
22;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;12,5800;Contested;1,6200;Tip;Tip;19;3;0;2;5;14;1
