sep=;
round;configuration;ml_model;fsm_version;result;duration_seconds;first_clash_owner;time_to_first_clash_seconds;first_clash_fsm_part;first_clash_ml_part;fsm_wins_total;ml_wins_total;draws_total;fsm_first_clashes_total;ml_first_clashes_total;contested_first_clashes_total;no_first_clashes_total
28;FSM_Left_ML_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;17,1800;ML;1,6600;Tip;Blade;14;12;2;1;12;11;4
29;FSM_Left_ML_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;MLWin;9,3800;FSM;1,7000;Blade;Tip;14;13;2;2;12;11;4
30;FSM_Left_ML_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;8,7200;Contested;3,6400;Tip;Tip;15;13;2;2;12;12;4
31;FSM_Left_ML_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;MLWin;4,0600;Contested;1,7800;Tip;Tip;15;14;2;2;12;13;4
32;FSM_Left_ML_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;9,8400;Contested;5,1600;Tip;Tip;16;14;2;2;12;14;4
33;FSM_Left_ML_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;MLWin;5,0800;None;;;;16;15;2;2;12;14;5
34;FSM_Left_ML_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;10,7800;Contested;1,3800;Tip;Tip;17;15;2;2;12;15;5
35;FSM_Left_ML_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;MLWin;6,6800;Contested;1,6400;Tip;Tip;17;16;2;2;12;16;5
36;FSM_Left_ML_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;7,1000;FSM;5,7600;Blade;Tip;18;16;2;3;12;16;5
37;FSM_Left_ML_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;6,5600;None;;;;19;16;2;3;12;16;6
38;FSM_Left_ML_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;4,0400;None;;;;20;16;2;3;12;16;7
39;FSM_Left_ML_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;13,9600;Contested;1,6000;Tip;Tip;21;16;2;3;12;17;7
40;FSM_Left_ML_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;MLWin;7,2400;None;;;;21;17;2;3;12;17;8
41;FSM_Left_ML_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;MLWin;0,5400;None;;;;21;18;2;3;12;17;9
42;FSM_Left_ML_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;6,6000;Contested;1,4000;Tip;Tip;22;18;2;3;12;18;9
43;FSM_Left_ML_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;MLWin;6,7600;Contested;1,7400;Tip;Tip;22;19;2;3;12;19;9
44;FSM_Left_ML_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;MLWin;7,4200;ML;1,5800;Tip;Blade;22;20;2;3;13;19;9
45;FSM_Left_ML_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;17,5000;ML;5,6400;Tip;Blade;23;20;2;3;14;19;9
46;FSM_Left_ML_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;9,0600;ML;3,3400;Tip;Blade;24;20;2;3;15;19;9
47;FSM_Left_ML_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;1,4400;None;;;;25;20;2;3;15;19;10
48;FSM_Left_ML_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;20,7800;Contested;1,4000;Tip;Tip;26;20;2;3;15;20;10
49;FSM_Left_ML_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;MLWin;7,6200;None;;;;26;21;2;3;15;20;11
50;FSM_Left_ML_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;9,3000;None;;;;27;21;2;3;15;20;12
51;FSM_Left_ML_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;10,1400;ML;3,6400;Tip;Blade;28;21;2;3;16;20;12
52;FSM_Left_ML_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;10,0000;ML;6,4200;Tip;Blade;29;21;2;3;17;20;12
53;FSM_Left_ML_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;6,7200;ML;3,6000;Tip;Blade;30;21;2;3;18;20;12
54;FSM_Left_ML_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;MLWin;7,9800;None;;;;30;22;2;3;18;20;13
55;FSM_Left_ML_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;MLWin;6,8200;Contested;1,6200;Tip;Tip;30;23;2;3;18;21;13
56;FSM_Left_ML_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;MLWin;6,2400;Contested;1,6800;Tip;Tip;30;24;2;3;18;22;13
57;FSM_Left_ML_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;MLWin;7,1200;Contested;1,3800;Tip;Tip;30;25;2;3;18;23;13
58;FSM_Left_ML_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;MLWin;8,4000;Contested;2,7400;Tip;Tip;30;26;2;3;18;24;13
59;FSM_Left_ML_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;Draw;30,0013;FSM;1,7200;Blade;Tip;30;26;3;4;18;24;13
60;FSM_Left_ML_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;25,2400;Contested;1,4400;Tip;Tip;31;26;3;4;18;25;13
61;FSM_Left_ML_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;19,8000;ML;3,4600;Tip;Blade;32;26;3;4;19;25;13
62;FSM_Left_ML_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;6,5400;None;;;;33;26;3;4;19;25;14
63;FSM_Left_ML_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;MLWin;5,9200;None;;;;33;27;3;4;19;25;15
64;FSM_Left_ML_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;7,6600;ML;3,9200;Tip;Blade;34;27;3;4;20;25;15
65;FSM_Left_ML_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;MLWin;7,9000;Contested;1,6600;Tip;Tip;34;28;3;4;20;26;15
66;FSM_Left_ML_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;MLWin;4,9400;ML;1,8199;Tip;Blade;34;29;3;4;21;26;15
67;FSM_Left_ML_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;MLWin;4,4400;None;;;;34;30;3;4;21;26;16
68;FSM_Left_ML_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;14,5800;ML;3,9800;Tip;Blade;35;30;3;4;22;26;16
69;FSM_Left_ML_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;8,6800;ML;5,2800;Tip;Blade;36;30;3;4;23;26;16
70;FSM_Left_ML_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;7,8200;ML;2,9200;Tip;Blade;37;30;3;4;24;26;16
71;FSM_Left_ML_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;2,7000;None;;;;38;30;3;4;24;26;17
72;FSM_Left_ML_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;Draw;30,0007;ML;3,4400;Tip;Blade;38;30;4;4;25;26;17
73;FSM_Left_ML_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;Draw;30,0005;ML;2,9200;Tip;Blade;38;30;5;4;26;26;17
74;FSM_Left_ML_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;MLWin;7,3000;None;;;;38;31;5;4;26;26;18
75;FSM_Left_ML_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;5,2400;None;;;;39;31;5;4;26;26;19
76;FSM_Left_ML_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;MLWin;6,1400;None;;;;39;32;5;4;26;26;20
77;FSM_Left_ML_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;MLWin;6,1000;Contested;1,6600;Tip;Tip;39;33;5;4;26;27;20
78;FSM_Left_ML_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;MLWin;7,1000;ML;1,5800;Tip;Blade;39;34;5;4;27;27;20
79;FSM_Left_ML_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;7,2400;ML;3,0800;Tip;Blade;40;34;5;4;28;27;20
80;FSM_Left_ML_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;MLWin;6,2599;None;;;;40;35;5;4;28;27;21
81;FSM_Left_ML_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;13,4000;ML;1,6000;Tip;Blade;41;35;5;4;29;27;21
82;FSM_Left_ML_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;MLWin;6,4400;None;;;;41;36;5;4;29;27;22
83;FSM_Left_ML_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;MLWin;6,6200;None;;;;41;37;5;4;29;27;23
84;FSM_Left_ML_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;8,1400;Contested;1,6600;Tip;Tip;42;37;5;4;29;28;23
85;FSM_Left_ML_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;14,7600;Contested;1,4800;Tip;Tip;43;37;5;4;29;29;23
86;FSM_Left_ML_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;18,0000;Contested;1,3600;Tip;Tip;44;37;5;4;29;30;23
87;FSM_Left_ML_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;7,7600;Contested;1,7400;Tip;Tip;45;37;5;4;29;31;23
88;FSM_Left_ML_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;3,7600;ML;1,1600;Tip;Blade;46;37;5;4;30;31;23
89;FSM_Left_ML_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;MLWin;8,0000;ML;1,6000;Tip;Blade;46;38;5;4;31;31;23
90;FSM_Left_ML_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;19,8000;FSM;1,6400;Blade;Tip;47;38;5;5;31;31;23
91;FSM_Left_ML_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;16,8799;ML;3,2800;Tip;Blade;48;38;5;5;32;31;23
92;FSM_Left_ML_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;5,0400;None;;;;49;38;5;5;32;31;24
93;FSM_Left_ML_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;13,8600;Contested;1,7400;Tip;Tip;50;38;5;5;32;32;24
94;FSM_Left_ML_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;11,2600;None;;;;51;38;5;5;32;32;25
95;FSM_Left_ML_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;MLWin;5,5600;None;;;;51;39;5;5;32;32;26
96;FSM_Left_ML_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;Draw;30,0000;Contested;1,3800;Tip;Tip;51;39;6;5;32;33;26
97;FSM_Left_ML_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;22,2200;FSM;4,4600;Blade;Tip;52;39;6;6;32;33;26
98;FSM_Left_ML_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;8,1600;Contested;2,3201;Tip;Tip;53;39;6;6;32;34;26
99;FSM_Left_ML_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;MLWin;7,2000;Contested;1,6600;Tip;Tip;53;40;6;6;32;35;26
100;FSM_Left_ML_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;MLWin;6,3600;Contested;1,8800;Tip;Tip;53;41;6;6;32;36;26
