sep=;
round;configuration;ml_model;fsm_version;result;duration_seconds;first_clash_owner;time_to_first_clash_seconds;first_clash_fsm_part;first_clash_ml_part;fsm_wins_total;ml_wins_total;draws_total;fsm_first_clashes_total;ml_first_clashes_total;contested_first_clashes_total;no_first_clashes_total
21;FSM_Left_ML_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;Draw;30,0011;Contested;3,4000;Tip;Tip;8;11;2;1;6;8;6
22;FSM_Left_ML_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;MLWin;10,3200;Contested;1,4800;Tip;Tip;8;12;2;1;6;9;6
23;FSM_Left_ML_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;MLWin;8,0200;ML;1,6000;Tip;Blade;8;13;2;1;7;9;6
24;FSM_Left_ML_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;11,2400;Contested;3,1800;Tip;Tip;9;13;2;1;7;10;6
25;FSM_Left_ML_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;MLWin;9,8600;Contested;3,0000;Tip;Tip;9;14;2;1;7;11;6
26;FSM_Left_ML_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;MLWin;4,7400;ML;1,9400;Tip;Blade;9;15;2;1;8;11;6
27;FSM_Left_ML_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;MLWin;6,0400;ML;1,6600;Tip;Blade;9;16;2;1;9;11;6
28;FSM_Left_ML_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;24,2600;FSM;1,6400;Blade;Tip;10;16;2;2;9;11;6
29;FSM_Left_ML_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;6,3600;None;;;;11;16;2;2;9;11;7
30;FSM_Left_ML_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;28,5200;ML;3,8000;Tip;Blade;12;16;2;2;10;11;7
31;FSM_Left_ML_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;MLWin;7,0600;Contested;1,7200;Tip;Tip;12;17;2;2;10;12;7
32;FSM_Left_ML_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;MLWin;8,8000;None;;;;12;18;2;2;10;12;8
33;FSM_Left_ML_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;MLWin;6,6800;Contested;1,7600;Tip;Tip;12;19;2;2;10;13;8
34;FSM_Left_ML_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;17,9000;ML;11,2800;Tip;Blade;13;19;2;2;11;13;8
35;FSM_Left_ML_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;MLWin;7,4800;ML;1,6400;Tip;Blade;13;20;2;2;12;13;8
36;FSM_Left_ML_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;MLWin;6,9000;ML;1,5800;Tip;Blade;13;21;2;2;13;13;8
37;FSM_Left_ML_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;17,9600;Contested;1,3800;Tip;Tip;14;21;2;2;13;14;8
38;FSM_Left_ML_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;MLWin;5,1200;ML;1,8000;Tip;Blade;14;22;2;2;14;14;8
39;FSM_Left_ML_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;MLWin;10,2600;FSM;2,9400;Blade;Tip;14;23;2;3;14;14;8
40;FSM_Left_ML_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;5,2600;FSM;3,9200;Blade;Tip;15;23;2;4;14;14;8
41;FSM_Left_ML_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;20,2000;Contested;4,6200;Tip;Tip;16;23;2;4;14;15;8
42;FSM_Left_ML_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;Draw;30,0003;ML;8,1800;Tip;Blade;16;23;3;4;15;15;8
43;FSM_Left_ML_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;10,8600;Contested;3,2800;Tip;Tip;17;23;3;4;15;16;8
44;FSM_Left_ML_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;MLWin;5,5800;Contested;1,3600;Tip;Tip;17;24;3;4;15;17;8
45;FSM_Left_ML_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;4,9800;ML;4,0600;Tip;Blade;18;24;3;4;16;17;8
46;FSM_Left_ML_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;Draw;30,0003;ML;3,0200;Tip;Blade;18;24;4;4;17;17;8
47;FSM_Left_ML_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;MLWin;7,8199;Contested;1,5600;Tip;Tip;18;25;4;4;17;18;8
48;FSM_Left_ML_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;15,7600;ML;4,7400;Tip;Blade;19;25;4;4;18;18;8
49;FSM_Left_ML_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;MLWin;7,0800;Contested;1,7000;Tip;Tip;19;26;4;4;18;19;8
50;FSM_Left_ML_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;4,4200;FSM;3,4600;Blade;Tip;20;26;4;5;18;19;8
51;FSM_Left_ML_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;8,7800;Contested;3,4200;Tip;Tip;21;26;4;5;18;20;8
52;FSM_Left_ML_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;9,2800;Contested;2,8400;Tip;Tip;22;26;4;5;18;21;8
53;FSM_Left_ML_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;MLWin;6,7401;Contested;1,3800;Tip;Tip;22;27;4;5;18;22;8
54;FSM_Left_ML_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;MLWin;7,2200;None;;;;22;28;4;5;18;22;9
55;FSM_Left_ML_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;18,8200;ML;1,5400;Tip;Blade;23;28;4;5;19;22;9
56;FSM_Left_ML_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;7,3600;Contested;1,5400;Tip;Tip;24;28;4;5;19;23;9
57;FSM_Left_ML_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;10,8200;ML;8,9800;Tip;Blade;25;28;4;5;20;23;9
58;FSM_Left_ML_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;6,7200;ML;3,7400;Tip;Blade;26;28;4;5;21;23;9
59;FSM_Left_ML_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;11,6600;Contested;1,6400;Tip;Tip;27;28;4;5;21;24;9
60;FSM_Left_ML_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;MLWin;8,8600;Contested;3,2600;Tip;Tip;27;29;4;5;21;25;9
61;FSM_Left_ML_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;12,5400;Contested;7,3400;Tip;Tip;28;29;4;5;21;26;9
62;FSM_Left_ML_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;10,9400;ML;1,5400;Tip;Blade;29;29;4;5;22;26;9
63;FSM_Left_ML_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;MLWin;5,6200;Contested;1,5200;Tip;Tip;29;30;4;5;22;27;9
64;FSM_Left_ML_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;MLWin;8,1800;Contested;1,4800;Tip;Tip;29;31;4;5;22;28;9
65;FSM_Left_ML_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;MLWin;7,1800;Contested;1,6600;Tip;Tip;29;32;4;5;22;29;9
66;FSM_Left_ML_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;MLWin;7,9800;None;;;;29;33;4;5;22;29;10
67;FSM_Left_ML_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;MLWin;10,0600;Contested;2,7600;Tip;Tip;29;34;4;5;22;30;10
68;FSM_Left_ML_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;MLWin;8,7400;Contested;1,4800;Tip;Tip;29;35;4;5;22;31;10
69;FSM_Left_ML_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;27,3400;ML;11,0600;Tip;Blade;30;35;4;5;23;31;10
70;FSM_Left_ML_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;18,3000;FSM;2,9800;Blade;Tip;31;35;4;6;23;31;10
71;FSM_Left_ML_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;22,6400;ML;1,5600;Tip;Blade;32;35;4;6;24;31;10
72;FSM_Left_ML_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;8,8400;ML;5,5600;Tip;Blade;33;35;4;6;25;31;10
73;FSM_Left_ML_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;9,3800;Contested;2,8400;Tip;Tip;34;35;4;6;25;32;10
74;FSM_Left_ML_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;MLWin;4,7600;ML;1,7400;Tip;Blade;34;36;4;6;26;32;10
75;FSM_Left_ML_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;MLWin;6,9400;None;;;;34;37;4;6;26;32;11
76;FSM_Left_ML_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;14,1200;ML;3,8000;Tip;Blade;35;37;4;6;27;32;11
77;FSM_Left_ML_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;MLWin;6,1400;Contested;1,7400;Tip;Tip;35;38;4;6;27;33;11
78;FSM_Left_ML_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;MLWin;6,4000;Contested;1,7200;Tip;Tip;35;39;4;6;27;34;11
79;FSM_Left_ML_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;Draw;30,0008;Contested;7,0400;Tip;Tip;35;39;5;6;27;35;11
80;FSM_Left_ML_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;5,4200;FSM;4,1200;Blade;Tip;36;39;5;7;27;35;11
81;FSM_Left_ML_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;MLWin;7,6600;Contested;3,2800;Tip;Tip;36;40;5;7;27;36;11
82;FSM_Left_ML_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;9,6000;ML;7,0800;Tip;Blade;37;40;5;7;28;36;11
83;FSM_Left_ML_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;25,0000;ML;4,5400;Tip;Blade;38;40;5;7;29;36;11
84;FSM_Left_ML_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;15,3200;ML;3,4600;Tip;Blade;39;40;5;7;30;36;11
85;FSM_Left_ML_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;4,7200;None;;;;40;40;5;7;30;36;12
86;FSM_Left_ML_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;MLWin;7,6400;Contested;2,6800;Tip;Tip;40;41;5;7;30;37;12
87;FSM_Left_ML_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;11,0400;ML;2,9200;Tip;Blade;41;41;5;7;31;37;12
88;FSM_Left_ML_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;MLWin;6,6800;Contested;1,6400;Tip;Tip;41;42;5;7;31;38;12
89;FSM_Left_ML_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;7,1000;Contested;1,7200;Tip;Tip;42;42;5;7;31;39;12
90;FSM_Left_ML_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;MLWin;5,0200;None;;;;42;43;5;7;31;39;13
91;FSM_Left_ML_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;MLWin;6,4600;None;;;;42;44;5;7;31;39;14
92;FSM_Left_ML_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;Draw;30,0005;Contested;1,4000;Tip;Tip;42;44;6;7;31;40;14
93;FSM_Left_ML_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;MLWin;5,6801;None;;;;42;45;6;7;31;40;15
94;FSM_Left_ML_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;5,9800;Contested;1,3800;Tip;Tip;43;45;6;7;31;41;15
95;FSM_Left_ML_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;MLWin;7,5400;None;;;;43;46;6;7;31;41;16
96;FSM_Left_ML_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;MLWin;4,8199;None;;;;43;47;6;7;31;41;17
97;FSM_Left_ML_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;MLWin;7,3800;Contested;1,7001;Tip;Tip;43;48;6;7;31;42;17
98;FSM_Left_ML_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;MLWin;4,8600;None;;;;43;49;6;7;31;42;18
99;FSM_Left_ML_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;Draw;30,0010;FSM;1,6000;Blade;Tip;43;49;7;8;31;42;18
100;FSM_Left_ML_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;8,0199;ML;5,3800;Tip;Blade;44;49;7;8;32;42;18
