sep=;
round;configuration;ml_model;fsm_version;result;duration_seconds;first_clash_owner;time_to_first_clash_seconds;first_clash_fsm_part;first_clash_ml_part;fsm_wins_total;ml_wins_total;draws_total;fsm_first_clashes_total;ml_first_clashes_total;contested_first_clashes_total;no_first_clashes_total
28;FSM_Left_ML_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;28,0600;Contested;1,6800;Tip;Tip;15;9;4;2;6;13;7
29;FSM_Left_ML_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;10,5200;ML;3,3800;Tip;Blade;16;9;4;2;7;13;7
30;FSM_Left_ML_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;Draw;30,0003;FSM;1,6000;Blade;Tip;16;9;5;3;7;13;7
31;FSM_Left_ML_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;MLWin;8,8000;ML;1,5800;Tip;Blade;16;10;5;3;8;13;7
32;FSM_Left_ML_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;13,5400;ML;7,5600;Tip;Blade;17;10;5;3;9;13;7
33;FSM_Left_ML_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;25,6600;Contested;5,2400;Tip;Tip;18;10;5;3;9;14;7
34;FSM_Left_ML_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;Draw;30,0006;ML;3,4000;Tip;Blade;18;10;6;3;10;14;7
35;FSM_Left_ML_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;4,4200;None;;;;19;10;6;3;10;14;8
36;FSM_Left_ML_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;Draw;30,0011;ML;2,9400;Tip;Blade;19;10;7;3;11;14;8
37;FSM_Left_ML_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;5,9800;FSM;1,7400;Blade;Tip;20;10;7;4;11;14;8
38;FSM_Left_ML_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;MLWin;7,8000;Contested;1,4800;Tip;Tip;20;11;7;4;11;15;8
39;FSM_Left_ML_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;MLWin;8,4000;Contested;3,1800;Tip;Tip;20;12;7;4;11;16;8
40;FSM_Left_ML_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;4,2800;None;;;;21;12;7;4;11;16;9
41;FSM_Left_ML_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;MLWin;9,3800;Contested;1,3600;Tip;Tip;21;13;7;4;11;17;9
42;FSM_Left_ML_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;Draw;30,0017;ML;3,1200;Tip;Blade;21;13;8;4;12;17;9
43;FSM_Left_ML_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;17,7600;Contested;3,5000;Tip;Tip;22;13;8;4;12;18;9
44;FSM_Left_ML_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;5,1600;Contested;1,7000;Tip;Tip;23;13;8;4;12;19;9
45;FSM_Left_ML_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;Draw;30,0012;Contested;8,8800;Tip;Tip;23;13;9;4;12;20;9
46;FSM_Left_ML_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;MLWin;5,5800;Contested;1,4400;Tip;Tip;23;14;9;4;12;21;9
47;FSM_Left_ML_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;MLWin;5,5600;Contested;1,3800;Tip;Tip;23;15;9;4;12;22;9
48;FSM_Left_ML_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;4,7400;None;;;;24;15;9;4;12;22;10
49;FSM_Left_ML_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;Draw;30,0002;Contested;3,3600;Tip;Tip;24;15;10;4;12;23;10
50;FSM_Left_ML_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;21,4800;Contested;3,4000;Tip;Tip;25;15;10;4;12;24;10
51;FSM_Left_ML_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;MLWin;5,0000;Contested;1,4200;Tip;Tip;25;16;10;4;12;25;10
52;FSM_Left_ML_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;MLWin;5,6400;None;;;;25;17;10;4;12;25;11
53;FSM_Left_ML_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;MLWin;7,7000;Contested;1,4200;Tip;Tip;25;18;10;4;12;26;11
54;FSM_Left_ML_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;MLWin;9,0200;Contested;4,8800;Tip;Tip;25;19;10;4;12;27;11
55;FSM_Left_ML_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;MLWin;8,8200;Contested;1,4800;Tip;Tip;25;20;10;4;12;28;11
56;FSM_Left_ML_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;MLWin;7,2200;None;;;;25;21;10;4;12;28;12
57;FSM_Left_ML_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;Draw;30,0002;ML;5,3600;Tip;Blade;25;21;11;4;13;28;12
58;FSM_Left_ML_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;MLWin;5,8400;None;;;;25;22;11;4;13;28;13
59;FSM_Left_ML_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;4,4000;None;;;;26;22;11;4;13;28;14
60;FSM_Left_ML_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;4,5200;FSM;2,8600;Blade;Tip;27;22;11;5;13;28;14
61;FSM_Left_ML_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;11,9400;Contested;3,1000;Tip;Tip;28;22;11;5;13;29;14
62;FSM_Left_ML_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;Draw;30,0012;Contested;9,1400;Tip;Tip;28;22;12;5;13;30;14
63;FSM_Left_ML_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;4,4200;None;;;;29;22;12;5;13;30;15
64;FSM_Left_ML_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;Draw;30,0007;ML;2,9400;Tip;Blade;29;22;13;5;14;30;15
65;FSM_Left_ML_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;10,4000;Contested;1,4800;Tip;Tip;30;22;13;5;14;31;15
66;FSM_Left_ML_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;9,3400;Contested;3,2000;Tip;Tip;31;22;13;5;14;32;15
67;FSM_Left_ML_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;7,1600;Contested;1,7400;Tip;Tip;32;22;13;5;14;33;15
68;FSM_Left_ML_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;17,4000;Contested;2,9600;Tip;Tip;33;22;13;5;14;34;15
69;FSM_Left_ML_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;MLWin;5,5600;Contested;1,4200;Tip;Tip;33;23;13;5;14;35;15
70;FSM_Left_ML_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;MLWin;5,6000;None;;;;33;24;13;5;14;35;16
71;FSM_Left_ML_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;MLWin;6,8800;Contested;3,8800;Tip;Tip;33;25;13;5;14;36;16
72;FSM_Left_ML_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;Draw;30,0012;FSM;1,6200;Blade;Tip;33;25;14;6;14;36;16
73;FSM_Left_ML_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;4,2400;None;;;;34;25;14;6;14;36;17
74;FSM_Left_ML_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;5,7200;None;;;;35;25;14;6;14;36;18
75;FSM_Left_ML_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;MLWin;5,7000;Contested;1,4200;Tip;Tip;35;26;14;6;14;37;18
76;FSM_Left_ML_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;20,6800;Contested;5,3200;Tip;Tip;36;26;14;6;14;38;18
77;FSM_Left_ML_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;Draw;30,0009;ML;1,1400;Tip;Blade;36;26;15;6;15;38;18
78;FSM_Left_ML_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;20,6000;ML;5,2400;Tip;Blade;37;26;15;6;16;38;18
79;FSM_Left_ML_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;Draw;30,0013;Contested;1,4200;Tip;Tip;37;26;16;6;16;39;18
80;FSM_Left_ML_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;26,2000;Contested;3,0800;Tip;Tip;38;26;16;6;16;40;18
81;FSM_Left_ML_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;19,4000;Contested;1,3800;Tip;Tip;39;26;16;6;16;41;18
82;FSM_Left_ML_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;11,3600;ML;5,8199;Tip;Blade;40;26;16;6;17;41;18
83;FSM_Left_ML_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;4,2200;None;;;;41;26;16;6;17;41;19
84;FSM_Left_ML_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;22,7400;Contested;5,4000;Tip;Tip;42;26;16;6;17;42;19
85;FSM_Left_ML_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;Draw;30,0000;Contested;1,2600;Tip;Tip;42;26;17;6;17;43;19
86;FSM_Left_ML_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;MLWin;6,1399;Contested;1,3799;Tip;Tip;42;27;17;6;17;44;19
87;FSM_Left_ML_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;26,0800;ML;7,2400;Tip;Blade;43;27;17;6;18;44;19
88;FSM_Left_ML_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;MLWin;7,4000;ML;1,5400;Tip;Blade;43;28;17;6;19;44;19
89;FSM_Left_ML_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;MLWin;11,2800;Contested;1,4800;Tip;Tip;43;29;17;6;19;45;19
90;FSM_Left_ML_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;Draw;30,0001;Contested;3,1200;Tip;Tip;43;29;18;6;19;46;19
91;FSM_Left_ML_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;MLWin;7,8400;Contested;1,4399;Tip;Tip;43;30;18;6;19;47;19
92;FSM_Left_ML_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;7,1000;FSM;5,9200;Blade;Tip;44;30;18;7;19;47;19
93;FSM_Left_ML_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;Draw;30,0006;Contested;1,5200;Tip;Tip;44;30;19;7;19;48;19
94;FSM_Left_ML_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;29,3800;Contested;1,7600;Tip;Tip;45;30;19;7;19;49;19
95;FSM_Left_ML_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;7,2600;ML;4,0801;Tip;Blade;46;30;19;7;20;49;19
96;FSM_Left_ML_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;Draw;30,0006;ML;1,4801;Tip;Blade;46;30;20;7;21;49;19
97;FSM_Left_ML_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;MLWin;9,0200;Contested;4,4200;Tip;Tip;46;31;20;7;21;50;19
98;FSM_Left_ML_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;MLWin;7,4401;ML;1,5601;Tip;Blade;46;32;20;7;22;50;19
99;FSM_Left_ML_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;MLWin;5,7000;None;;;;46;33;20;7;22;50;20
100;FSM_Left_ML_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;8,0601;FSM;1,7001;Blade;Tip;47;33;20;8;22;50;20
