sep=;
round;configuration;ml_model;fsm_version;result;duration_seconds;first_clash_owner;time_to_first_clash_seconds;first_clash_fsm_part;first_clash_ml_part;fsm_wins_total;ml_wins_total;draws_total;fsm_first_clashes_total;ml_first_clashes_total;contested_first_clashes_total;no_first_clashes_total
33;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;13,1200;Contested;1,6200;Tip;Tip;25;6;2;4;6;22;1
34;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;MLWin;5,6200;Contested;1,4800;Tip;Tip;25;7;2;4;6;23;1
35;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;11,3600;Contested;1,6400;Tip;Tip;26;7;2;4;6;24;1
36;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;MLWin;5,6200;Contested;1,3800;Tip;Tip;26;8;2;4;6;25;1
37;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;6,0600;Contested;1,3800;Tip;Tip;27;8;2;4;6;26;1
38;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;9,3200;Contested;1,6000;Tip;Tip;28;8;2;4;6;27;1
39;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;11,5800;Contested;1,5800;Tip;Tip;29;8;2;4;6;28;1
40;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;11,0600;Contested;1,6200;Tip;Tip;30;8;2;4;6;29;1
41;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;21,9000;Contested;1,6000;Tip;Tip;31;8;2;4;6;30;1
42;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;14,1200;Contested;1,4600;Tip;Tip;32;8;2;4;6;31;1
43;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;21,3200;Contested;1,6600;Tip;Tip;33;8;2;4;6;32;1
44;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;MLWin;5,8000;None;;;;33;9;2;4;6;32;2
45;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;MLWin;5,5600;Contested;1,4400;Tip;Tip;33;10;2;4;6;33;2
46;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;13,2800;ML;3,8800;Tip;Blade;34;10;2;4;7;33;2
47;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;13,8200;Contested;1,6200;Tip;Tip;35;10;2;4;7;34;2
48;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;10,4600;ML;4,6400;Tip;Blade;36;10;2;4;8;34;2
49;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;MLWin;5,6000;FSM;1,6600;Blade;Tip;36;11;2;5;8;34;2
50;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;8,6800;Contested;1,6200;Tip;Tip;37;11;2;5;8;35;2
51;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;MLWin;4,1800;None;;;;37;12;2;5;8;35;3
52;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;18,8600;Contested;1,6600;Tip;Tip;38;12;2;5;8;36;3
53;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;13,0600;Contested;1,6200;Tip;Tip;39;12;2;5;8;37;3
54;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;11,3001;Contested;1,6801;Tip;Tip;40;12;2;5;8;38;3
55;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;10,0600;ML;5,9200;Tip;Blade;41;12;2;5;9;38;3
56;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;MLWin;5,6200;None;;;;41;13;2;5;9;38;4
57;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;8,2600;Contested;1,6200;Tip;Tip;42;13;2;5;9;39;4
58;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;3,8200;Contested;1,7600;Tip;Tip;43;13;2;5;9;40;4
59;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;7,8600;Contested;1,3600;Tip;Tip;44;13;2;5;9;41;4
60;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;7,9200;FSM;1,6400;Blade;Tip;45;13;2;6;9;41;4
61;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;21,7400;Contested;1,6200;Tip;Tip;46;13;2;6;9;42;4
62;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;19,0200;Contested;1,3600;Tip;Tip;47;13;2;6;9;43;4
63;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;MLWin;5,6801;Contested;1,3800;Tip;Tip;47;14;2;6;9;44;4
64;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;MLWin;5,5800;Contested;1,4400;Tip;Tip;47;15;2;6;9;45;4
65;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;MLWin;5,0800;Contested;1,4800;Tip;Tip;47;16;2;6;9;46;4
66;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;25,9999;ML;4,2599;Tip;Blade;48;16;2;6;10;46;4
67;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;MLWin;5,7600;None;;;;48;17;2;6;10;46;5
68;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;23,2800;Contested;1,6200;Tip;Tip;49;17;2;6;10;47;5
69;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;MLWin;8,5400;Contested;2,6800;Tip;Tip;49;18;2;6;10;48;5
70;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;24,3400;Contested;1,6000;Tip;Tip;50;18;2;6;10;49;5
71;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;15,6800;Contested;1,6800;Tip;Tip;51;18;2;6;10;50;5
72;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;18,8800;Contested;1,6400;Tip;Tip;52;18;2;6;10;51;5
73;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;MLWin;8,1400;Contested;2,8800;Tip;Tip;52;19;2;6;10;52;5
74;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;15,5600;Contested;1,4400;Tip;Tip;53;19;2;6;10;53;5
75;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;20,4000;Contested;1,7000;Tip;Tip;54;19;2;6;10;54;5
76;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;MLWin;6,0000;ML;1,5200;Tip;Blade;54;20;2;6;11;54;5
77;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;14,7000;Contested;1,6200;Tip;Tip;55;20;2;6;11;55;5
78;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;12,4800;Contested;1,6200;Tip;Tip;56;20;2;6;11;56;5
79;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;1,1801;None;;;;57;20;2;6;11;56;6
80;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;MLWin;4,9800;None;;;;57;21;2;6;11;56;7
81;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;MLWin;6,6000;ML;1,5200;Tip;Blade;57;22;2;6;12;56;7
82;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;MLWin;5,6600;None;;;;57;23;2;6;12;56;8
83;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;Draw;30,0003;Contested;1,6200;Tip;Tip;57;23;3;6;12;57;8
84;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;7,8000;Contested;1,6600;Tip;Tip;58;23;3;6;12;58;8
85;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;24,9200;Contested;1,6400;Tip;Tip;59;23;3;6;12;59;8
86;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;MLWin;5,5599;FSM;1,7200;Blade;Tip;59;24;3;7;12;59;8
87;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;7,3201;FSM;6,3201;Blade;Tip;60;24;3;8;12;59;8
88;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;MLWin;6,2999;Contested;1,3800;Tip;Tip;60;25;3;8;12;60;8
89;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;10,7799;Contested;1,6000;Tip;Tip;61;25;3;8;12;61;8
90;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;MLWin;5,5801;Contested;1,3601;Tip;Tip;61;26;3;8;12;62;8
91;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;11,7200;ML;6,2000;Tip;Blade;62;26;3;8;13;62;8
92;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;6,5801;FSM;1,6600;Blade;Tip;63;26;3;9;13;62;8
93;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;12,4199;Contested;1,6799;Tip;Tip;64;26;3;9;13;63;8
94;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;5,7001;FSM;1,5801;Blade;Tip;65;26;3;10;13;63;8
95;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;MLWin;5,6000;FSM;1,6600;Blade;Tip;65;27;3;11;13;63;8
96;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;9,7001;ML;5,1600;Tip;Blade;66;27;3;11;14;63;8
97;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;29,3999;Contested;1,6599;Tip;Tip;67;27;3;11;14;64;8
98;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;6,4601;Contested;1,3800;Tip;Tip;68;27;3;11;14;65;8
99;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;MLWin;5,5800;FSM;1,6600;Blade;Tip;68;28;3;12;14;65;8
100;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;MLWin;5,6200;Contested;1,5000;Tip;Tip;68;29;3;12;14;66;8
