sep=;
round;configuration;ml_model;fsm_version;result;duration_seconds;first_clash_owner;time_to_first_clash_seconds;first_clash_fsm_part;first_clash_ml_part;fsm_wins_total;ml_wins_total;draws_total;fsm_first_clashes_total;ml_first_clashes_total;contested_first_clashes_total;no_first_clashes_total
1;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;24,4800;Contested;3,1800;Tip;Tip;1;0;0;0;0;1;0
2;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;4,3000;None;;;;2;0;0;0;0;1;1
3;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;MLWin;5,4400;None;;;;2;1;0;0;0;1;2
4;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;4,5200;None;;;;3;1;0;0;0;1;3
5;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;4,3800;None;;;;4;1;0;0;0;1;4
6;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;13,5200;FSM;5,2800;Blade;Tip;5;1;0;1;0;1;4
7;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;4,5200;None;;;;6;1;0;1;0;1;5
8;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;4,2000;None;;;;7;1;0;1;0;1;6
9;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;15,5400;Contested;1,3400;Tip;Tip;8;1;0;1;0;2;6
10;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;4,2600;None;;;;9;1;0;1;0;2;7
11;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;18,3200;Contested;1,4800;Tip;Tip;10;1;0;1;0;3;7
12;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;15,6600;ML;7,9400;Tip;Blade;11;1;0;1;1;3;7
13;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;Draw;30,0017;ML;5,6400;Tip;Blade;11;1;1;1;2;3;7
14;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;MLWin;4,1400;None;;;;11;2;1;1;2;3;8
15;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;Draw;30,0006;ML;16,4400;Tip;Blade;11;2;2;1;3;3;8
16;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;4,2800;None;;;;12;2;2;1;3;3;9
17;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;MLWin;6,1800;Contested;1,4600;Tip;Tip;12;3;2;1;3;4;9
18;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;4,2600;None;;;;13;3;2;1;3;4;10
19;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;MLWin;16,0000;Contested;1,4200;Tip;Tip;13;4;2;1;3;5;10
20;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;MLWin;3,7400;None;;;;13;5;2;1;3;5;11
21;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;7,4200;FSM;3,2600;Blade;Tip;14;5;2;2;3;5;11
22;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;MLWin;4,0800;None;;;;14;6;2;2;3;5;12
23;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;9,3000;ML;1,5400;Tip;Blade;15;6;2;2;4;5;12
24;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;10,1000;ML;2,8800;Tip;Blade;16;6;2;2;5;5;12
25;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;6,3000;None;;;;17;6;2;2;5;5;13
26;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;MLWin;8,0200;None;;;;17;7;2;2;5;5;14
27;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;MLWin;0,9200;None;;;;17;8;2;2;5;5;15
28;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;MLWin;5,1400;Contested;1,4800;Tip;Tip;17;9;2;2;5;6;15
29;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;13,4600;Contested;1,3600;Tip;Tip;18;9;2;2;5;7;15
30;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;MLWin;6,3200;ML;1,6200;Tip;Blade;18;10;2;2;6;7;15
31;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;8,7400;Contested;1,3400;Tip;Tip;19;10;2;2;6;8;15
32;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;MLWin;4,8000;None;;;;19;11;2;2;6;8;16
33;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;12,1600;Contested;3,1800;Tip;Tip;20;11;2;2;6;9;16
34;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;MLWin;5,5600;Contested;1,4000;Tip;Tip;20;12;2;2;6;10;16
35;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;11,0000;Contested;1,3600;Tip;Tip;21;12;2;2;6;11;16
36;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;28,5600;Contested;1,3800;Tip;Tip;22;12;2;2;6;12;16
37;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;5,4000;ML;1,3000;Tip;Blade;23;12;2;2;7;12;16
38;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;MLWin;9,1000;ML;1,6000;Tip;Blade;23;13;2;2;8;12;16
39;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;4,2200;None;;;;24;13;2;2;8;12;17
40;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;13,5200;Contested;1,3600;Tip;Tip;25;13;2;2;8;13;17
41;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;6,6400;None;;;;26;13;2;2;8;13;18
42;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;0,6000;None;;;;27;13;2;2;8;13;19
43;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;Draw;30,0001;ML;7,9800;Tip;Blade;27;13;3;2;9;13;19
44;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;4,3600;None;;;;28;13;3;2;9;13;20
45;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;MLWin;7,5000;None;;;;28;14;3;2;9;13;21
46;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;MLWin;7,0600;Contested;1,4000;Tip;Tip;28;15;3;2;9;14;21
47;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;MLWin;5,2600;Contested;1,4800;Tip;Tip;28;16;3;2;9;15;21
48;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;25,7200;ML;8,1000;Tip;Blade;29;16;3;2;10;15;21
49;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;14,8000;Contested;1,4800;Tip;Tip;30;16;3;2;10;16;21
50;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;23,0200;Contested;1,4800;Tip;Tip;31;16;3;2;10;17;21
51;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;MLWin;6,4600;None;;;;31;17;3;2;10;17;22
52;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;4,3000;None;;;;32;17;3;2;10;17;23
53;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;14,3200;ML;1,6400;Tip;Blade;33;17;3;2;11;17;23
54;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;0,6000;None;;;;34;17;3;2;11;17;24
55;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;5,9000;None;;;;35;17;3;2;11;17;25
56;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;Draw;30,0009;ML;4,3800;Tip;Blade;35;17;4;2;12;17;25
57;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;17,1200;Contested;1,3600;Tip;Tip;36;17;4;2;12;18;25
58;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;27,8600;ML;5,3400;Tip;Blade;37;17;4;2;13;18;25
59;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;4,5400;None;;;;38;17;4;2;13;18;26
60;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;4,4600;None;;;;39;17;4;2;13;18;27
61;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;5,5200;None;;;;40;17;4;2;13;18;28
62;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;11,1400;Contested;1,3400;Tip;Tip;41;17;4;2;13;19;28
63;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;MLWin;12,2600;Contested;1,4000;Tip;Tip;41;18;4;2;13;20;28
64;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;25,8400;Contested;1,3400;Tip;Tip;42;18;4;2;13;21;28
65;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;16,9000;ML;14,0200;Tip;Blade;43;18;4;2;14;21;28
66;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;MLWin;6,1400;ML;1,5400;Tip;Blade;43;19;4;2;15;21;28
67;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;4,2400;None;;;;44;19;4;2;15;21;29
68;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;16,3001;Contested;3,0800;Tip;Tip;45;19;4;2;15;22;29
69;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;19,0200;Contested;1,3600;Tip;Tip;46;19;4;2;15;23;29
70;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;MLWin;5,2000;None;;;;46;20;4;2;15;23;30
71;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;MLWin;3,8799;None;;;;46;21;4;2;15;23;31
72;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;6,1200;Contested;1,3800;Tip;Tip;47;21;4;2;15;24;31
73;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;26,9200;Contested;1,3600;Tip;Tip;48;21;4;2;15;25;31
74;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;MLWin;5,0600;Contested;3,3800;Tip;Tip;48;22;4;2;15;26;31
75;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;4,4200;None;;;;49;22;4;2;15;26;32
76;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;4,4000;None;;;;50;22;4;2;15;26;33
77;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;4,7000;None;;;;51;22;4;2;15;26;34
78;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;0,6200;None;;;;52;22;4;2;15;26;35
79;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;MLWin;5,7400;None;;;;52;23;4;2;15;26;36
80;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;Draw;30,0007;FSM;3,2800;Blade;Tip;52;23;5;3;15;26;36
