sep=;
round;configuration;ml_model;fsm_version;result;duration_seconds;first_clash_owner;time_to_first_clash_seconds;first_clash_fsm_part;first_clash_ml_part;fsm_wins_total;ml_wins_total;draws_total;fsm_first_clashes_total;ml_first_clashes_total;contested_first_clashes_total;no_first_clashes_total
53;FSM_Left_ML_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;Draw;30,0004;ML;3,0000;Tip;Blade;18;21;14;3;11;32;7
54;FSM_Left_ML_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;MLWin;5,6000;Contested;1,4000;Tip;Tip;18;22;14;3;11;33;7
55;FSM_Left_ML_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;MLWin;6,4800;None;;;;18;23;14;3;11;33;8
56;FSM_Left_ML_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;4,3200;None;;;;19;23;14;3;11;33;9
57;FSM_Left_ML_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;Draw;30,0002;ML;1,5200;Tip;Blade;19;23;15;3;12;33;9
58;FSM_Left_ML_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;Draw;30,0006;Contested;1,5400;Tip;Tip;19;23;16;3;12;34;9
59;FSM_Left_ML_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;Draw;30,0003;Contested;5,8000;Tip;Tip;19;23;17;3;12;35;9
60;FSM_Left_ML_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;Draw;30,0003;ML;4,4000;Tip;Blade;19;23;18;3;13;35;9
61;FSM_Left_ML_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;MLWin;9,6400;Contested;1,4400;Tip;Tip;19;24;18;3;13;36;9
62;FSM_Left_ML_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;18,0800;Contested;5,2400;Tip;Tip;20;24;18;3;13;37;9
63;FSM_Left_ML_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;Draw;30,0005;Contested;1,4600;Tip;Tip;20;24;19;3;13;38;9
64;FSM_Left_ML_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;MLWin;11,0800;Contested;1,4800;Tip;Tip;20;25;19;3;13;39;9
65;FSM_Left_ML_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;MLWin;12,9401;Contested;1,3600;Tip;Tip;20;26;19;3;13;40;9
66;FSM_Left_ML_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;Draw;30,0011;Contested;3,2400;Tip;Tip;20;26;20;3;13;41;9
67;FSM_Left_ML_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;7,7200;FSM;1,7000;Blade;Tip;21;26;20;4;13;41;9
68;FSM_Left_ML_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;MLWin;9,2400;Contested;1,5200;Tip;Tip;21;27;20;4;13;42;9
69;FSM_Left_ML_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;MLWin;5,1600;None;;;;21;28;20;4;13;42;10
70;FSM_Left_ML_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;Draw;30,0009;Contested;2,7600;Tip;Tip;21;28;21;4;13;43;10
71;FSM_Left_ML_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;MLWin;6,0601;ML;1,4800;Tip;Blade;21;29;21;4;14;43;10
72;FSM_Left_ML_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;Draw;30,0001;Contested;3,5000;Tip;Tip;21;29;22;4;14;44;10
73;FSM_Left_ML_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;Draw;30,0000;Contested;3,3400;Tip;Tip;21;29;23;4;14;45;10
74;FSM_Left_ML_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;MLWin;12,1200;ML;3,4200;Tip;Blade;21;30;23;4;15;45;10
75;FSM_Left_ML_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;8,4399;None;;;;22;30;23;4;15;45;11
76;FSM_Left_ML_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;MLWin;5,6200;Contested;1,4199;Tip;Tip;22;31;23;4;15;46;11
77;FSM_Left_ML_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;4,2799;None;;;;23;31;23;4;15;46;12
78;FSM_Left_ML_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;MLWin;5,5800;Contested;1,4199;Tip;Tip;23;32;23;4;15;47;12
79;FSM_Left_ML_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;MLWin;8,8400;Contested;3,0000;Tip;Tip;23;33;23;4;15;48;12
80;FSM_Left_ML_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;MLWin;7,5200;Contested;1,4601;Tip;Tip;23;34;23;4;15;49;12
81;FSM_Left_ML_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;Draw;30,0001;ML;3,3800;Tip;Blade;23;34;24;4;16;49;12
82;FSM_Left_ML_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;MLWin;8,4200;Contested;1,3800;Tip;Tip;23;35;24;4;16;50;12
83;FSM_Left_ML_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;MLWin;7,0000;ML;1,4800;Tip;Blade;23;36;24;4;17;50;12
84;FSM_Left_ML_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;MLWin;5,4800;ML;1,6000;Tip;Blade;23;37;24;4;18;50;12
85;FSM_Left_ML_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;Draw;30,0013;ML;1,5399;Tip;Blade;23;37;25;4;19;50;12
86;FSM_Left_ML_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;MLWin;5,0399;None;;;;23;38;25;4;19;50;13
87;FSM_Left_ML_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;6,6200;Contested;5,0601;Tip;Tip;24;38;25;4;19;51;13
88;FSM_Left_ML_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;MLWin;5,0000;None;;;;24;39;25;4;19;51;14
89;FSM_Left_ML_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;19,7400;Contested;3,2200;Tip;Tip;25;39;25;4;19;52;14
90;FSM_Left_ML_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;12,0599;Contested;4,6400;Tip;Tip;26;39;25;4;19;53;14
91;FSM_Left_ML_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;Draw;30,0000;Contested;2,7001;Tip;Tip;26;39;26;4;19;54;14
92;FSM_Left_ML_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;MLWin;5,6801;Contested;1,4401;Tip;Tip;26;40;26;4;19;55;14
93;FSM_Left_ML_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;Draw;30,0004;Contested;1,4600;Tip;Tip;26;40;27;4;19;56;14
94;FSM_Left_ML_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;Draw;30,0012;Contested;3,3199;Tip;Tip;26;40;28;4;19;57;14
95;FSM_Left_ML_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;MLWin;7,9800;Contested;1,4800;Tip;Tip;26;41;28;4;19;58;14
96;FSM_Left_ML_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;Draw;30,0010;Contested;4,4401;Tip;Tip;26;41;29;4;19;59;14
97;FSM_Left_ML_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;Draw;30,0004;Contested;5,2600;Tip;Tip;26;41;30;4;19;60;14
98;FSM_Left_ML_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;Draw;30,0010;ML;18,6400;Tip;Blade;26;41;31;4;20;60;14
99;FSM_Left_ML_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;Draw;30,0004;Contested;3,4200;Tip;Tip;26;41;32;4;20;61;14
100;FSM_Left_ML_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;MLWin;10,1600;ML;1,5400;Tip;Blade;26;42;32;4;21;61;14
