sep=;
round;configuration;ml_model;fsm_version;result;duration_seconds;first_clash_owner;time_to_first_clash_seconds;first_clash_fsm_part;first_clash_ml_part;fsm_wins_total;ml_wins_total;draws_total;fsm_first_clashes_total;ml_first_clashes_total;contested_first_clashes_total;no_first_clashes_total
21;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;9,1800;Contested;1,4200;Tip;Tip;13;8;0;2;3;10;6
22;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;MLWin;9,8200;Contested;1,4400;Tip;Tip;13;9;0;2;3;11;6
23;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;MLWin;7,2600;Contested;3,0400;Tip;Tip;13;10;0;2;3;12;6
24;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;MLWin;8,0200;Contested;1,3400;Tip;Tip;13;11;0;2;3;13;6
25;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;16,7000;ML;1,6600;Tip;Blade;14;11;0;2;4;13;6
26;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;4,8800;None;;;;15;11;0;2;4;13;7
27;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;MLWin;13,1600;ML;1,5800;Tip;Blade;15;12;0;2;5;13;7
28;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;MLWin;8,9000;ML;1,5200;Tip;Blade;15;13;0;2;6;13;7
29;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;MLWin;12,8000;Contested;1,4400;Tip;Tip;15;14;0;2;6;14;7
30;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;MLWin;7,9600;Contested;1,3600;Tip;Tip;15;15;0;2;6;15;7
31;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;MLWin;5,6200;None;;;;15;16;0;2;6;15;8
32;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;MLWin;3,6200;None;;;;15;17;0;2;6;15;9
33;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;4,2800;None;;;;16;17;0;2;6;15;10
34;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;MLWin;7,2600;Contested;1,3800;Tip;Tip;16;18;0;2;6;16;10
35;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;4,4800;None;;;;17;18;0;2;6;16;11
36;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;7,9000;FSM;1,7000;Blade;Tip;18;18;0;3;6;16;11
37;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;4,2800;None;;;;19;18;0;3;6;16;12
38;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;MLWin;7,9400;Contested;1,3400;Tip;Tip;19;19;0;3;6;17;12
39;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;MLWin;8,9800;None;;;;19;20;0;3;6;17;13
40;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;4,8200;None;;;;20;20;0;3;6;17;14
41;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;0,5600;None;;;;21;20;0;3;6;17;15
42;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;MLWin;8,1000;Contested;1,6000;Tip;Tip;21;21;0;3;6;18;15
43;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;MLWin;5,1200;None;;;;21;22;0;3;6;18;16
44;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;MLWin;5,6200;None;;;;21;23;0;3;6;18;17
45;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;MLWin;8,9400;ML;3,3800;Tip;Blade;21;24;0;3;7;18;17
46;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;15,1400;Contested;5,8200;Tip;Tip;22;24;0;3;7;19;17
47;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;7,2000;ML;1,6000;Tip;Blade;23;24;0;3;8;19;17
48;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;MLWin;5,1800;Contested;1,3400;Tip;Tip;23;25;0;3;8;20;17
49;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;MLWin;9,6000;ML;1,5600;Tip;Blade;23;26;0;3;9;20;17
50;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;MLWin;7,9800;Contested;1,3400;Tip;Tip;23;27;0;3;9;21;17
51;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;12,9400;ML;6,1400;Tip;Blade;24;27;0;3;10;21;17
52;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;4,2600;FSM;2,8400;Blade;Tip;25;27;0;4;10;21;17
53;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;5,6600;FSM;2,8400;Blade;Tip;26;27;0;5;10;21;17
54;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;4,2000;None;;;;27;27;0;5;10;21;18
55;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;MLWin;5,2600;None;;;;27;28;0;5;10;21;19
56;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;MLWin;6,4400;Contested;1,3400;Tip;Tip;27;29;0;5;10;22;19
57;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;4,3400;None;;;;28;29;0;5;10;22;20
58;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;MLWin;5,1200;None;;;;28;30;0;5;10;22;21
59;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;Draw;30,0004;Contested;1,3400;Tip;Tip;28;30;1;5;10;23;21
60;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;MLWin;9,4600;ML;1,4800;Tip;Blade;28;31;1;5;11;23;21
61;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;10,8400;Contested;1,3400;Tip;Tip;29;31;1;5;11;24;21
62;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;9,6400;Contested;1,4000;Tip;Tip;30;31;1;5;11;25;21
63;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;MLWin;10,5200;Contested;1,4000;Tip;Tip;30;32;1;5;11;26;21
64;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;23,9200;Contested;1,4600;Tip;Tip;31;32;1;5;11;27;21
65;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;MLWin;10,1600;Contested;1,3400;Tip;Tip;31;33;1;5;11;28;21
66;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;4,3200;None;;;;32;33;1;5;11;28;22
67;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;4,6000;None;;;;33;33;1;5;11;28;23
68;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;4,3000;None;;;;34;33;1;5;11;28;24
69;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;MLWin;3,7600;None;;;;34;34;1;5;11;28;25
70;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;MLWin;7,0200;None;;;;34;35;1;5;11;28;26
71;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;MLWin;7,5800;None;;;;34;36;1;5;11;28;27
72;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;4,3600;None;;;;35;36;1;5;11;28;28
73;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;4,5000;FSM;3,0000;Blade;Tip;36;36;1;6;11;28;28
74;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;MLWin;7,6400;None;;;;36;37;1;6;11;28;29
75;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;MLWin;6,9800;ML;1,5400;Tip;Blade;36;38;1;6;12;28;29
76;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;MLWin;5,6000;Contested;1,3600;Tip;Tip;36;39;1;6;12;29;29
77;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;MLWin;6,3000;None;;;;36;40;1;6;12;29;30
78;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;MLWin;7,3600;Contested;1,5000;Tip;Tip;36;41;1;6;12;30;30
79;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;4,3400;None;;;;37;41;1;6;12;30;31
80;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;12,5000;ML;1,6000;Tip;Blade;38;41;1;6;13;30;31
81;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;MLWin;7,0200;Contested;1,3400;Tip;Tip;38;42;1;6;13;31;31
82;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;4,3800;None;;;;39;42;1;6;13;31;32
83;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;10,6800;Contested;1,4600;Tip;Tip;40;42;1;6;13;32;32
84;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;MLWin;9,7800;Contested;1,3400;Tip;Tip;40;43;1;6;13;33;32
85;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;MLWin;5,0600;None;;;;40;44;1;6;13;33;33
86;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;Draw;30,0045;ML;1,5800;Tip;Blade;40;44;2;6;14;33;33
87;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;4,4400;None;;;;41;44;2;6;14;33;34
88;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;MLWin;5,7000;None;;;;41;45;2;6;14;33;35
89;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;Draw;30,0016;Contested;1,3400;Tip;Tip;41;45;3;6;14;34;35
90;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;4,3200;None;;;;42;45;3;6;14;34;36
91;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;MLWin;5,2800;None;;;;42;46;3;6;14;34;37
92;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;4,3000;None;;;;43;46;3;6;14;34;38
93;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;10,4600;Contested;3,8000;Tip;Tip;44;46;3;6;14;35;38
94;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;MLWin;7,2200;Contested;1,4000;Tip;Tip;44;47;3;6;14;36;38
95;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;4,2600;None;;;;45;47;3;6;14;36;39
96;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;MLWin;4,5800;None;;;;45;48;3;6;14;36;40
97;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;4,3800;None;;;;46;48;3;6;14;36;41
98;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;21,7000;Contested;6,3400;Tip;Tip;47;48;3;6;14;37;41
99;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;19,6800;ML;16,4000;Tip;Blade;48;48;3;6;15;37;41
100;ML_Left_FSM_Right;FencingSword_CounterPenalty_Draw_15M;FSM_Current;FSMWin;1,0000;None;;;;49;48;3;6;15;37;42
